StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Q_BallotBoxStuffing,t_intro _First Click,t_intro _Last Click,t_intro _Page Submit,t_intro _Click Count,meta_Browser,meta_Version,meta_Operating System,meta_Resolution,t_OPTOUT_Green_First Click,t_OPTOUT_Green_Last Click,t_OPTOUT_Green_Page Submit,t_OPTOUT_Green_Click Count,OPTOUT_Green,t_OPTIN_Green_First Click,t_OPTIN_Green_Last Click,t_OPTIN_Green_Page Submit,t_OPTIN_Green_Click Count,OPTIN_Green,t_OPTIN_Organ_First Click,t_OPTIN_Organ_Last Click,t_OPTIN_Organ_Page Submit,t_OPTIN_Organ_Click Count,OPTIN_Organ,t_OPTOUT_Organ_First Click,t_OPTOUT_Organ_Last Click,t_OPTOUT_Organ_Page Submit,t_OPTOUT_Organ_Click Count,OPTOUT_Organ,FL_344_DO_FL_345,FL_344_DO_FL_348,FL_212_DO_OPTOUT_Green,FL_212_DO_OPTIN_Green,FL_338_DO_OPTIN_Organ,FL_338_DO_OPTOUT_Organ,FL_353_DO_OPTIN_Organ,FL_353_DO_OPTOUT_Organ,FL_349_DO_OPTOUT_Green,FL_349_DO_OPTIN_Green,,TWIN_ID
5/30/2025 11:01,5/30/2025 11:03,100,104,1,5/30/2025 11:03,1,,0,0,,,0,0,11.102,0,Chrome,136.0.0.0,Windows NT 10.0,1504x1003,,,,,,41.414,41.414,46.196,1,2,23.386,23.386,24.704,1,2,,,,,,,1,,,,,1,,,1,,1103
5/30/2025 12:32,5/30/2025 12:36,100,222,1,5/30/2025 12:36,1,,0,0,,,0,0,35.93,0,Chrome,136.0.0.0,Windows NT 10.0,1280x720,,,,,,110.538,110.538,113.483,1,1,,,,,,34.212,34.212,35.8,1,2,1,,,1,,1,,,,,,1104
5/30/2025 10:39,5/30/2025 10:43,100,269,1,5/30/2025 10:43,1,,0,0,,,0,0,37.668,0,Chrome,136.0.0.0,Windows NT 10.0,1536x864,128.023,128.023,145.382,1,1,,,,,,,,,,,26.804,26.804,30.33,1,2,1,,1,,,1,,,,,,1108
5/30/2025 10:40,5/30/2025 10:42,100,101,1,5/30/2025 10:42,0.8999999761581421,,0,0,,,0,0,4.733,0,Edge,136.0.0.0,Windows NT 10.0,1920x1080,63.822,63.822,65.519,1,2,,,,,,,,,,,16.461,16.461,17.434,1,1,1,,1,,,1,,,,,,1109
5/30/2025 10:25,5/30/2025 10:27,100,139,1,5/30/2025 10:27,1,,0,0,,,0,0,29.33,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,56.207,56.207,57.786,1,1,24.031,24.031,25.273,1,1,,,,,,1,,,1,1,,,,,,,1112
5/30/2025 10:01,5/30/2025 10:04,100,179,1,5/30/2025 10:04,1,,0,0,,,8.3,15.638,16.476,7,Chrome,136.0.0.0,Linux x86_64,780x360,0.343,54.993,55.867,10,1,,,,,,18.987,58.796,59.196,5,2,,,,,,1,,1,,1,,,,,,,1115
5/30/2025 10:37,5/30/2025 10:38,100,64,1,5/30/2025 10:38,1,,0,0,,,1.094,1.094,3.42,1,Chrome,136.0.0.0,Linux x86_64,800x1280,,,,,,28.453,28.453,29.291,1,1,,,,,,14.949,14.949,15.835,1,1,,1,,,,,,1,,1,,1119
5/30/2025 12:08,5/30/2025 12:12,100,259,1,5/30/2025 12:12,1,,0,0,,,0,0,15.638,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,119.72,119.72,120.407,1,1,,,,,,71.838,71.838,76.634,1,2,1,,,1,,1,,,,,,1122
5/30/2025 13:18,5/30/2025 13:20,100,74,1,5/30/2025 13:20,1,,0,0,,,0,0,3.957,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,33.666,33.666,35.528,1,1,,,,,,20.281,20.281,20.987,1,1,,1,,,,,,1,,1,,1125
5/30/2025 13:27,5/30/2025 13:31,100,255,1,5/30/2025 13:31,1,,0,0,,,0,0,106.677,0,Chrome,136.0.0.0,Windows NT 10.0,2560x1440,,,,,,75.88,75.88,77.411,1,1,36.959,36.959,40.251,1,2,,,,,,,1,,,,,1,,,1,,1133
5/30/2025 11:29,5/30/2025 11:31,100,94,1,5/30/2025 11:31,1,,0,0,,,0,0,6.08,0,Chrome,131.0.0.0,Windows NT 10.0,1614x908,,,,,,37.954,37.954,41.678,1,1,,,,,,13.857,13.857,15.653,1,1,1,,,1,,1,,,,,,1135
5/30/2025 12:58,5/30/2025 13:00,100,113,1,5/30/2025 13:00,1,,0,0,,,0,0,2.885,0,Chrome,136.0.0.0,Windows NT 10.0,2560x1440,,,,,,56.476,56.476,57.944,1,1,35.238,35.238,36.56,1,1,,,,,,1,,,1,1,,,,,,,1136
5/30/2025 13:24,5/30/2025 13:26,100,113,1,5/30/2025 13:26,0.8999999761581421,,0,0,,,1.801,1.801,6.665,1,Safari iPhone,18.5,iPhone,320x693,9.093,55.534,56.201,9,2,,,,,,7.981,24.718,25.674,3,2,,,,,,,1,,,,,1,,1,,,1137
5/30/2025 13:16,5/30/2025 13:21,100,336,1,5/30/2025 13:21,0.8999999761581421,,0,0,,,0,0,8.476,0,Firefox,139,Windows NT 10.0,2048x1152,7.708,207.297,208.366,9,2,,,,,,,,,,,37.753,80.342,81.086,3,2,,1,,,,,,1,1,,,1138
5/30/2025 11:58,5/30/2025 12:00,100,98,1,5/30/2025 12:00,1,,0,0,,,0,0,7.954,0,Chrome,136.0.0.0,Windows NT 10.0,1600x900,,,,,,48.286,48.286,49.088,1,2,,,,,,25.442,25.442,27.141,1,1,1,,,1,,1,,,,,,1139
5/30/2025 11:37,5/30/2025 11:39,100,139,1,5/30/2025 11:39,0.8999999761581421,,0,5,,,0,0,11.855,0,Firefox,138,Windows NT 10.0,1536x864,64.759,64.759,66.435,1,1,,,,,,1.158,30.544,31.694,2,1,,,,,,1,,1,,1,,,,,,,1141
5/30/2025 12:04,5/30/2025 12:05,100,81,1,5/30/2025 12:05,1,,0,0,,,0,0,11.3,0,Chrome,136.0.0.0,Windows NT 10.0,1664x1110,,,,,,20.121,20.121,27.152,1,2,,,,,,15.704,15.704,23.301,1,1,1,,,1,,1,,,,,,1149
5/30/2025 12:08,5/30/2025 12:11,100,181,1,5/30/2025 12:11,1,,0,0,,,24.234,24.234,25.572,1,Chrome,136.0.0.0,Windows NT 10.0,1366x768,,,,,,10.773,67.703,69.12,4,1,,,,,,15.46,15.46,16.584,1,1,,1,,,,,,1,,1,,1166
5/30/2025 11:13,5/30/2025 11:15,100,101,1,5/30/2025 11:15,1,,0,10,,,0,0,22.852,0,Chrome,136.0.0.0,Windows NT 10.0,1536x864,,,,,,39.863,39.863,40.476,1,2,16.318,16.318,17.011,1,2,,,,,,1,,,1,1,,,,,,,1167
5/30/2025 13:39,5/30/2025 13:42,100,208,1,5/30/2025 13:42,0.8999999761581421,,0,0,,,0,0,25.849,0,Firefox,139,Macintosh,1680x1050,,,,,,63.83,63.83,68.7,1,2,76.274,76.274,78.047,1,2,,,,,,,1,,,,,1,,,1,,1179
5/30/2025 9:34,5/30/2025 9:35,100,89,1,5/30/2025 9:35,1,,0,0,,,7.099,7.099,8.63,1,Chrome,137.0.0.0,Windows NT 10.0,1366x768,22.607,35.263,36.925,3,2,,,,,,,,,,,17.511,17.511,23.36,1,2,1,,1,,,1,,,,,,1183
5/30/2025 11:26,5/30/2025 11:33,100,408,1,5/30/2025 11:33,1,,0,0,,,0.842,0.842,117.631,1,Chrome,131,Macintosh,1024x1366,,,,,,89.042,90.677,92.149,2,1,10.146,11.222,12.11,2,2,,,,,,1,,,1,1,,,,,,,1202
5/30/2025 11:27,5/30/2025 11:29,100,120,1,5/30/2025 11:29,1,,0,0,,,0,0,18.162,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,51.4,51.4,52.467,1,2,24.874,24.874,28.618,1,2,,,,,,1,,,1,1,,,,,,,1209
5/30/2025 12:32,5/30/2025 12:35,100,193,1,5/30/2025 12:35,1,,0,0,,,0,0,29.074,0,Chrome,136.0.0.0,Windows NT 10.0,1280x720,82.673,82.673,84.903,1,1,,,,,,,,,,,23.343,23.343,39.613,1,2,,1,,,,,,1,1,,,1216
5/30/2025 11:22,5/30/2025 11:24,100,128,1,5/30/2025 11:24,1,,0,0,,,0,0,15.988,0,Chrome,136.0.0.0,Windows NT 10.0,1600x900,53.227,53.227,55.253,1,1,,,,,,30.211,30.211,32.543,1,2,,,,,,1,,1,,1,,,,,,,1227
5/30/2025 12:40,5/30/2025 12:48,100,514,1,5/30/2025 12:48,1,,0,0,,,0,0,76.717,0,Chrome,91.0.4472.167,CrOS x86_64 13904.97.0,1366x768,189.59,189.59,190.67,1,2,,,,,,,,,,,32.782,32.782,50.195,1,1,,1,,,,,,1,1,,,1230
5/30/2025 12:47,5/30/2025 12:50,100,222,1,5/30/2025 12:50,1,,0,0,,,1.603,1.603,2.392,1,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,1.509,17.629,18.489,21,2,,,,,,,,,,,0.043,11.627,13.014,15,1,1,,1,,,1,,,,,,1234
5/30/2025 13:09,5/30/2025 13:15,100,318,1,5/30/2025 13:15,0.800000012,,0,0,,,0,0,114.294,0,Firefox,133,Linux x86_64,1067x600,,,,,,26.108,128.032,132.202,11,1,26.08,28.025,31.085,3,1,,,,,,,1,,,,,1,,,1,,1235
5/30/2025 10:44,5/30/2025 10:48,100,286,1,5/30/2025 10:48,1,,0,0,,,0,0,4.788,0,Safari,18.5,Macintosh,1147x745,,,,,,28.52,28.52,30.193,1,1,10.974,10.974,12.079,1,1,,,,,,1,,,1,1,,,,,,,1238
5/30/2025 11:14,5/30/2025 11:16,100,146,1,5/30/2025 11:16,1,,0,0,,,4.393,4.393,5.3,1,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,3.585,48.035,49.875,2,1,,,,,,74.517,74.517,75.837,1,1,,,,,,1,,1,,1,,,,,,,1246
5/30/2025 13:03,5/30/2025 13:05,100,122,1,5/30/2025 13:05,1,,0,5,,,0,0,6.546,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,49.555,50.387,50.941,2,1,,,,,,52.607,52.607,54.05,1,2,1,,,1,,1,,,,,,1247
5/30/2025 13:08,5/30/2025 13:11,100,209,1,5/30/2025 13:11,1,,0,0,,,0,0,56.223,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,47.763,47.763,66.278,1,2,,,,,,,,,,,17.546,17.546,38.493,1,1,,1,,,,,,1,1,,,1249
5/30/2025 9:29,5/30/2025 9:30,100,86,1,5/30/2025 9:30,1,,0,0,,,0,0,4.54,0,Chrome,136.0.0.0,Windows NT 10.0,3440x1440,,,,,,31.394,31.394,32.951,1,1,,,,,,28.359,28.359,30.121,1,1,,1,,,,,,1,,1,,1255
5/30/2025 13:33,5/30/2025 13:36,100,181,1,5/30/2025 13:36,1,,0,30,,,0,0,111.083,0,Chrome,136.0.0.0,Windows NT 10.0,2560x1440,,,,,,27.288,27.288,28.663,1,1,,,,,,18.456,18.456,19.338,1,1,,1,,,,,,1,,1,,1259
5/30/2025 12:16,5/30/2025 12:18,100,97,1,5/30/2025 12:18,1,,0,0,,,0,0,4.953,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,39.787,39.787,41.275,1,1,,,,,,,,,,,20.759,20.759,22.231,1,1,,1,,,,,,1,1,,,1260
5/30/2025 12:35,5/30/2025 12:38,100,156,1,5/30/2025 12:38,1,,0,0,,,4.765,4.765,6.02,1,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,66.895,66.895,68.595,1,1,40.053,40.053,41.033,1,2,,,,,,,1,,,,,1,,,1,,1267
5/30/2025 9:51,5/30/2025 9:54,100,187,1,5/30/2025 9:54,0.8999999761581421,,0,0,,,0,0,45.163,0,Chrome,136.0.0.0,Windows NT 10.0,1768x992,38.185,38.185,38.959,1,1,,,,,,,,,,,11.423,11.423,18.848,1,1,1,,1,,,1,,,,,,1278
5/30/2025 12:10,5/30/2025 12:13,100,142,1,5/30/2025 12:13,1,,0,0,,,19.825,37.239,40.582,18,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,32.125,45.91,47.035,2,2,,,,,,25.453,25.453,26.505,1,1,,1,,,,,,1,,1,,1293
5/30/2025 9:39,5/30/2025 10:00,100,1269,1,5/30/2025 10:00,0.8999999761581421,,0,0,,,0,0,65.117,0,Firefox,138,Windows NT 10.0,1366x768,233.446,233.446,634.005,1,1,,,,,,444.579,444.579,446.212,1,1,,,,,,1,,1,,1,,,,,,,1295
5/30/2025 12:16,5/30/2025 12:17,100,74,1,5/30/2025 12:17,0.8999999761581421,,0,0,,,0,0,5.918,0,Chrome,136.0.0.0,Macintosh,1440x900,,,,,,38.868,38.868,40.525,1,1,16.068,16.068,16.964,1,2,,,,,,1,,,1,1,,,,,,,1300
5/30/2025 9:38,5/30/2025 9:40,100,103,1,5/30/2025 9:40,1,,0,0,,,0,0,8.418,0,Chrome,136.0.0.0,Windows NT 10.0,1536x864,,,,,,43.975,43.975,46.06,1,2,20.812,20.812,22.396,1,1,,,,,,,1,,,,,1,,,1,,1309
5/30/2025 9:14,5/30/2025 9:16,100,98,1,5/30/2025 9:16,0.8999999761581421,,0,0,,,0,0,6.434,0,Chrome,109.0.0.0,Windows NT 10.0,1536x864,40.538,40.538,41.212,1,2,,,,,,,,,,,23.634,40.776,41.14,2,2,1,,1,,,1,,,,,,1312
5/30/2025 12:07,5/30/2025 12:09,100,114,1,5/30/2025 12:09,1,,0,0,,,0,0,8.554,0,Chrome,137.0.0.0,Windows NT 10.0,1600x900,51.246,51.246,52.226,1,2,,,,,,33.201,33.201,34.323,1,1,,,,,,1,,1,,1,,,,,,,1314
5/30/2025 11:50,5/30/2025 11:55,100,274,1,5/30/2025 11:55,1,,0,0,,,10.361,10.361,12.97,1,Chrome,136.0.0.0,Windows NT 10.0,1366x768,58.417,61.674,63.3,2,1,,,,,,,,,,,26.318,26.318,28.957,1,1,1,,1,,,1,,,,,,1317
5/30/2025 13:21,5/30/2025 13:22,100,81,1,5/30/2025 13:22,1,,0,0,,,0,0,4.752,0,Chrome,136.0.0.0,Windows NT 10.0,1366x768,,,,,,34.9,38.1,38.876,2,2,16.461,16.461,18.059,1,2,,,,,,1,,,1,1,,,,,,,1323
5/30/2025 9:21,5/30/2025 9:22,100,110,1,5/30/2025 9:22,1,,0,0,,,0,0,9.324,0,Chrome,137.0.0.0,Windows NT 10.0,1280x720,,,,,,40.422,40.422,41.411,1,1,30.881,30.881,37.787,1,2,,,,,,,1,,,,,1,,,1,,1324
5/30/2025 12:28,5/30/2025 12:33,100,269,1,5/30/2025 12:33,1,,0,0,,,0,0,7.3,0,Chrome,136.0.0.0,CrOS x86_64 14541.0.0,1187x667,,,,,,35.955,48.754,49.537,3,2,,,,,,23.438,23.438,40.608,1,1,,1,,,,,,1,,1,,1327
5/30/2025 9:22,5/30/2025 9:24,100,146,1,5/30/2025 9:24,1,,0,0,,,0,0,17.151,0,Edge,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,49.4,49.4,51.969,1,1,20.982,20.982,32.637,1,1,,,,,,1,,,1,1,,,,,,,1329
5/30/2025 9:22,5/30/2025 9:24,100,101,1,5/30/2025 9:24,1,,0,0,,,2.306,10.255,11.8,2,Chrome,136.0.0.0,CrOS x86_64 14541.0.0,1300x730,,,,,,29.516,56.56,57.927,3,1,,,,,,14.698,14.698,17.453,1,2,,1,,,,,,1,,1,,1331
5/30/2025 12:16,5/30/2025 12:17,100,106,1,5/30/2025 12:17,1,,0,0,,,11.322,13.052,16.254,8,Chrome,128.0.0.0,Macintosh,2560x1440,5.93,37.318,42.583,65,1,,,,,,24.433,24.433,25.111,1,2,,,,,,,1,,,,,1,,1,,,1333
5/30/2025 9:17,5/30/2025 9:32,100,890,1,5/30/2025 9:32,1,,0,0,,,0,0,13.601,0,Chrome,136.0.0.0,Windows NT 10.0,1536x864,14.764,25.786,26.376,3,2,,,,,,,,,,,56.713,56.713,58.601,1,2,,1,,,,,,1,1,,,1336
5/30/2025 13:36,5/30/2025 13:37,100,89,1,5/30/2025 13:37,1,,0,20,,,0,0,18.445,0,Chrome,133.0.0.0,Windows NT 10.0,3840x2160,,,,,,5.184,31.119,31.84,3,1,23.046,23.046,23.887,1,2,,,,,,,1,,,,,1,,,1,,1340
5/30/2025 9:18,5/30/2025 9:19,100,102,1,5/30/2025 9:19,1,,0,0,,,0,0,10.174,0,Chrome,136.0.0.0,Macintosh,1440x900,,,,,,55.857,55.857,57.16,1,2,,,,,,17.901,17.901,21.739,1,1,,1,,,,,,1,,1,,1342
5/30/2025 12:12,5/30/2025 12:13,100,56,1,5/30/2025 12:13,0.8999999761581421,,0,0,,,0,0,2.201,0,Chrome,136.0.0.0,Windows NT 10.0,1440x2560,12.905,26.432,27.361,3,2,,,,,,,,,,,9.642,13.622,14.259,2,2,,1,,,,,,1,1,,,1347
5/30/2025 12:11,5/30/2025 12:15,100,220,1,5/30/2025 12:15,1,,0,0,,,0,0,95.084,0,Chrome,136.0.0.0,Windows NT 10.0,1366x768,,,,,,62.124,62.124,64.811,1,2,22.805,22.805,24.915,1,2,,,,,,,1,,,,,1,,,1,,1348
5/30/2025 13:16,5/30/2025 13:17,100,99,1,5/30/2025 13:17,1,,0,20,,,3.552,3.552,4.239,1,Chrome,136.0.0.0,Windows NT 10.0,1920x1200,58.879,58.879,60.379,1,1,,,,,,22.36,22.36,23.949,1,2,,,,,,,1,,,,,1,,1,,,1350
5/30/2025 13:11,5/30/2025 13:12,100,92,1,5/30/2025 13:12,1,,0,20,,,0,0,5.407,0,Chrome,137.0.0.0,Windows NT 10.0,1920x1080,45.062,45.502,47.256,2,1,,,,,,,,,,,21.642,21.642,22.501,1,1,,1,,,,,,1,1,,,1352
5/30/2025 9:23,5/30/2025 9:24,100,91,1,5/30/2025 9:24,0.8999999761581421,,0,0,,,0,0,9.252,0,Firefox,138,Windows NT 10.0,1536x864,,,,,,37.421,37.421,44.003,1,1,,,,,,24.821,24.821,27.146,1,1,,1,,,,,,1,,1,,1355
5/30/2025 9:46,5/30/2025 9:49,100,158,1,5/30/2025 9:49,1,,0,0,,,17.858,22.853,49.391,3,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,3.883,57.264,59.492,4,1,,,,,,2.11,19.12,20.191,4,1,1,,,1,,1,,,,,,1359
5/30/2025 13:29,5/30/2025 13:32,100,177,1,5/30/2025 13:32,1,,0,0,,,1.129,1.129,2.016,1,Opera,119.0.0.0,Windows NT 10.0,1920x1080,,,,,,31.668,31.668,37.649,1,2,7.925,8.712,9.006,2,1,,,,,,,1,,,,,1,,,1,,1362
5/30/2025 10:53,5/30/2025 10:55,100,142,1,5/30/2025 10:55,1,,0,0,,,0,0,5.295,0,Chrome,137.0.0.0,Windows NT 10.0,1280x720,,,,,,25.945,25.945,27.146,1,2,21.993,21.993,22.89,1,2,,,,,,1,,,1,1,,,,,,,1365
5/30/2025 9:54,5/30/2025 9:56,100,114,1,5/30/2025 9:56,1,,0,0,,,0,0,11.762,0,Chrome,137.0.0.0,Linux x86_64,1920x1080,50.861,50.861,54.167,1,2,,,,,,27.304,27.304,30.987,1,1,,,,,,,1,,,,,1,,1,,,1366
5/30/2025 9:32,5/30/2025 9:33,100,84,1,5/30/2025 9:33,1,,0,0,,,2.186,2.186,10.424,1,Safari iPhone,18.5,iPhone,375x667,,,,,,12.327,40.794,41.432,11,1,,,,,,14.137,19.255,20.155,3,2,,1,,,,,,1,,1,,1369
5/30/2025 10:11,5/30/2025 10:14,100,163,1,5/30/2025 10:14,1,,0,0,,,0,0,32.271,0,Chrome,137.0.0.0,Windows NT 10.0,1685x948,,,,,,42.765,65.364,72.84,2,1,35.168,35.168,37.9,1,1,,,,,,1,,,1,1,,,,,,,1374
5/30/2025 11:35,5/30/2025 11:38,100,158,1,5/30/2025 11:38,1,,0,0,,,0,0,15.412,0,Chrome,136.0.0.0,Windows NT 10.0,2560x1080,,,,,,61.832,61.832,63.575,1,2,,,,,,38.017,38.017,39.652,1,1,,1,,,,,,1,,1,,1376
5/30/2025 9:57,5/30/2025 9:58,100,67,1,5/30/2025 9:58,1,,0,0,,,0,0,4.538,0,Chrome,136.0.0.0,Windows NT 10.0,1536x864,,,,,,26.5,26.5,27.375,1,1,,,,,,14.178,14.178,16.861,1,1,1,,,1,,1,,,,,,1381
5/30/2025 11:17,5/30/2025 11:18,100,57,1,5/30/2025 11:18,0.8999999761581421,,0,20,,,0,0,8.861,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,26.605,26.605,27.815,1,1,11.912,11.912,12.611,1,2,,,,,,,1,,,,,1,,,1,,1383
5/30/2025 9:55,5/30/2025 9:57,100,144,1,5/30/2025 9:57,1,,0,0,,,63.028,69.329,70.58,3,Edge,136.0.0.0,Windows NT 10.0,1366x768,23.203,38.101,39.336,2,2,,,,,,,,,,,11.972,11.972,13.553,1,2,,1,,,,,,1,1,,,1384
5/30/2025 10:00,5/30/2025 10:05,100,330,1,5/30/2025 10:05,1,,0,0,,,19.073,78.81,83.064,4,Chrome,136.0.0.0,Windows NT 10.0,1366x768,,,,,,49.998,93.75,95,3,2,79.225,79.225,81.698,1,2,,,,,,,1,,,,,1,,,1,,1389
5/30/2025 13:29,5/30/2025 13:32,100,187,1,5/30/2025 13:32,1,,0,0,,,2.709,14.545,15.34,13,Chrome,136.0.0.0,Windows NT 10.0,1536x864,32.911,58.625,60.846,2,1,,,,,,57.674,57.674,58.886,1,2,,,,,,1,,1,,1,,,,,,,1390
5/30/2025 12:38,5/30/2025 12:40,100,80,1,5/30/2025 12:40,1,,0,0,,,0,0,3.221,0,Chrome,136.0.0.0,Windows NT 10.0,2560x1440,32.638,35.104,36.79,2,2,,,,,,,,,,,23.845,23.845,24.948,1,1,1,,1,,,1,,,,,,1392
5/30/2025 13:27,5/30/2025 13:28,100,70,1,5/30/2025 13:28,1,,0,0,,,0.765,1.819,2.877,4,Chrome,136.0.0.0,Windows NT 10.0,1280x720,,,,,,0.554,36.34,37.235,9,1,20.633,20.633,22.001,1,1,,,,,,1,,,1,1,,,,,,,1395
5/30/2025 9:29,5/30/2025 9:29,100,38,1,5/30/2025 9:29,1,,0,30,,,0,0,3.183,0,Edge,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,3.562,3.562,4.688,1,2,9.952,9.952,11.241,1,1,,,,,,,1,,,,,1,,,1,,1396
5/30/2025 9:42,5/30/2025 9:44,100,100,1,5/30/2025 9:44,1,,0,0,,,0,0,8.241,0,Edge,136.0.0.0,Windows NT 10.0,1366x768,,,,,,48.886,48.886,49.93,1,2,19.039,19.039,20.206,1,1,,,,,,,1,,,,,1,,,1,,1401
5/30/2025 9:16,5/30/2025 9:19,100,143,1,5/30/2025 9:19,1,,0,0,,,0,0,4.296,0,Chrome,136.0.0.0,Windows NT 10.0,1360x768,,,,,,108.556,108.556,109.574,1,1,13.793,13.793,16.281,1,1,,,,,,,1,,,,,1,,,1,,1404
5/30/2025 11:51,5/30/2025 11:53,100,97,1,5/30/2025 11:53,1,,0,0,,,7.859,7.859,9.355,1,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,40.411,40.411,41.789,1,1,,,,,,,,,,,13.408,13.408,15.14,1,1,,1,,,,,,1,1,,,1411
5/30/2025 12:12,5/30/2025 12:14,100,90,1,5/30/2025 12:14,1,,0,0,,,0,0,4.344,0,Chrome,136.0.0.0,Windows NT 10.0,1360x768,,,,,,29.738,29.738,32.102,1,1,35.207,35.207,37.449,1,2,,,,,,1,,,1,1,,,,,,,1413
5/30/2025 10:25,5/30/2025 10:26,100,72,1,5/30/2025 10:26,1,,0,5,,,0,0,3.978,0,Chrome,135.0.0.0,Windows NT 10.0,1920x1080,,,,,,29.648,29.648,32.773,1,1,,,,,,18.098,18.098,19.636,1,1,,1,,,,,,1,,1,,1418
5/30/2025 9:37,5/30/2025 9:39,100,126,1,5/30/2025 9:39,0.8999999761581421,,0,0,,,0,0,5.955,0,Firefox,139,Windows NT 10.0,1696x954,,,,,,9.784,45.059,46.98,4,2,2.725,41.277,42.385,4,1,,,,,,1,,,1,1,,,,,,,1427
5/30/2025 12:39,5/30/2025 12:47,100,507,1,5/30/2025 12:47,0.8999999761581421,,0,0,,,0,0,178.135,0,Chrome,137.0.0.0,Macintosh,2560x1440,14.877,14.877,16.34,1,2,,,,,,,,,,,9.359,9.359,10.383,1,2,,1,,,,,,1,1,,,1433
5/30/2025 9:13,5/30/2025 9:15,100,104,1,5/30/2025 9:15,1,,0,0,,,5.002,11.999,13.224,5,Chrome,136.0.0.0,Windows NT 10.0,1366x768,,,,,,2.025,35.224,35.703,4,1,39.963,39.963,40.608,1,1,,,,,,1,,,1,1,,,,,,,1434
5/30/2025 9:47,5/30/2025 9:48,100,103,1,5/30/2025 9:48,0.8999999761581421,,0,0,,,0,0,11.289,0,Firefox,139,Windows NT 10.0,1920x1080,,,,,,25.54,25.932,28.74,2,2,0.262,2.457,47.923,3,2,,,,,,,1,,,,,1,,,1,,1438
5/30/2025 12:59,5/30/2025 13:01,100,129,1,5/30/2025 13:01,1,,0,0,,,0,0,23.267,0,Edge,136.0.0.0,Windows NT 10.0,1536x864,40.666,40.666,41.502,1,1,,,,,,,,,,,31.721,31.721,47.445,1,1,,1,,,,,,1,1,,,1440
5/30/2025 10:15,5/30/2025 10:17,100,101,1,5/30/2025 10:17,0.800000012,,0,0,,,3.437,11.486,12.274,11,Chrome,137.0.0.0,Windows NT 10.0,1280x800,21.726,38.507,39.528,5,1,,,,,,,,,,,25.519,25.519,26.804,1,1,1,,1,,,1,,,,,,1453
5/30/2025 13:16,5/30/2025 13:18,100,102,1,5/30/2025 13:18,1,,0,0,,,0,0,9.06,0,Chrome,136.0.0.0,CrOS x86_64 14541.0.0,1187x667,,,,,,45.407,45.407,46.742,1,1,,,,,,18.958,18.958,20.093,1,1,1,,,1,,1,,,,,,1456
5/30/2025 10:25,5/30/2025 10:28,100,162,1,5/30/2025 10:28,0.8999999761581421,,0,0,,,8.175,8.175,17.001,1,Safari iPhone,18.5,iPhone,402x874,,,,,,2.752,58.585,60.88,9,1,,,,,,10.853,23.308,24.95,2,1,1,,,1,,1,,,,,,1468
5/30/2025 9:37,5/30/2025 9:39,100,128,1,5/30/2025 9:39,1,,0,0,,,0,0,32.734,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,47.599,47.599,50.618,1,1,,,,,,,,,,,19.877,19.877,23.239,1,1,1,,1,,,1,,,,,,1471
5/30/2025 13:39,5/30/2025 13:41,100,86,1,5/30/2025 13:41,1,,0,0,,,0,0,13.287,0,Edge,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,34.333,34.333,36.36,1,1,,,,,,16.789,16.789,17.953,1,1,1,,,1,,1,,,,,,1475
5/30/2025 12:43,5/30/2025 12:47,100,229,1,5/30/2025 12:47,1,,0,0,,,13.274,13.274,14.927,1,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,118.278,120.622,121.485,2,1,63.119,63.119,64.019,1,1,,,,,,1,,,1,1,,,,,,,1476
5/30/2025 9:45,5/30/2025 9:47,100,134,1,5/30/2025 9:47,1,,0,0,,,2.501,2.501,3.486,1,Chrome,136.0.0.0,Macintosh,1512x982,2.201,64.772,65.749,4,1,,,,,,,,,,,48.895,48.895,50.123,1,1,1,,1,,,1,,,,,,1477
