StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,Q62,Q57,g_writing,Q59_First Click,Q59_Last Click,Q59_Page Submit,Q59_Click Count,g_manip_check_1,g_manip_check_2,g_manip_check_3,g_manip_check_DO_1,g_manip_check_DO_2,g_manip_check_DO_3,elevation_1,elevation_2,elevation_3,elevation_4,elevation_5,elevation_6,elevation_DO_1,elevation_DO_2,elevation_DO_3,elevation_DO_4,elevation_DO_5,elevation_DO_6,DV1_1,DV1_2,DV1_DO_1,DV1_DO_2,c_writing,Q61_First Click,Q61_Last Click,Q61_Page Submit,Q61_Click Count,c_manip_check_1,c_manip_check_2,c_manip_check_3,c_manip_check_DO_1,c_manip_check_DO_2,c_manip_check_DO_3,fatigue_1,fatigue_2,fatigue_3,fatigue_4,fatigue_5,fatigue_6,fatigue_7,fatigue_8,fatigue_9,fatigue_DO_1,fatigue_DO_2,fatigue_DO_3,fatigue_DO_4,fatigue_DO_5,fatigue_DO_6,fatigue_DO_7,fatigue_DO_8,fatigue_DO_9,desire_predict_1,desire_predict_2,desire_predict_3,desire_predict_4,desire_predict_5,desire_predict_6,desire_predict_7,desire_predict_8,desire_predict_DO_1,desire_predict_DO_2,desire_predict_DO_3,desire_predict_DO_4,desire_predict_DO_5,desire_predict_DO_6,desire_predict_DO_7,desire_predict_DO_8,emotion,cond,FL_6_DO_FL_56,FL_6_DO_FL_52,FL_6_DO_FL_53,FL_6_DO_FL_57,FL_37_DO_DV1Elevation,FL_37_DO_DV2Empathicconcern,FL_42_DO_DV1fatigue,FL_42_DO_DV2Predictability,TWIN_ID
5/29/2025 16:16,5/29/2025 16:21,100,293,1,5/29/2025 16:21,4,I will not use AI to answer this survey.,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I am always in control, therefore, right now. Many participants don't enjoy writing in studies. However, I don't mind, especially if the topic is of interest to me. Even when a topic is not that interesting, I can still enjoy expressing myself.",40.744,148.197,148.2,3,7,6,6,2,1,3,6,7,6,2,4,1,2,2,7,4,5,2,1,6,3,7,9,8,1,7,7,1,1,7,4,7,8,1,5,4,6,7,3,2,in_control,control,,1,,,,,1,2,504
5/30/2025 0:28,5/30/2025 0:40,100,720,1,5/30/2025 0:40,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,Missing a plane flight because of a child getting sick. He got the bug from playing with his friends out in the rain and ,20.697,71.376,200.029,4,3,4,5,2,1,3,3,5,2,3,4,2,4,4,3,8,1,2,9,6,4,5,3,7,5,2,3,4,4,3,5,3,2,7,3,4,5,8,1,6,in_control,prime,1,,,,,,1,2,505
5/31/2025 14:12,5/31/2025 14:40,100,1735,1,5/31/2025 14:41,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I have an ex fwb (also good guy friend), who had suddenly brought his new girlfriend (also was his fwb and knew him a bit longer tthan I did) to our usual hangout spot a couple of months ago. He didn't let me knew beforehand, so seeing them together got me taken back. I just felt... disappointed and slightly hurt, but yet even then i tried to be mature and acted like everything was okay. I felt like I couldn't even say how I felt without causing drama, so I basically just let things be and stayed away from them.",3.216,155.097,155.112,2,6,7,5,3,1,2,3,1,5,2,1,1,2,4,3,3,2,4,5,8,1,6,7,9,4,4,3,6,4,4,5,3,8,6,2,7,3,5,1,4,in_control,prime,1,,,,,,2,1,517
5/29/2025 19:14,5/29/2025 19:35,100,1246,1,5/29/2025 19:35,4,I will not use AI to answer this survey,"I take a shower, and then I pick up my outfit for the day. I prepare breakfast while I start reviewing my work emails. Then I look over my planned tasks for the day and make a plan for handling them.",1.436,121.198,121.203,4,7,7,7,1,2,3,4,5,6,4,5,4,2,5,1,3,4,6,5,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,1,2,,,518
5/29/2025 17:21,5/29/2025 17:26,100,269,1,5/29/2025 17:26,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"About a year ago, my new direct boss gave me a few additional accounts to oversee.  I was already quite busy with the load that I had.  I've worked for him in the past and he likes me and relies on me too much.  I couldn't tell him no, and accepted the accounts.  It was a tough for awhile but I've managed to handle the additional stress.",11.026,121.205,121.21,2,6,5,5,2,3,1,5,1,6,1,2,1,2,2,3,4,9,2,7,8,3,5,6,1,2,5,5,2,1,4,5,6,4,1,6,3,5,2,8,7,in_control,prime,1,,,,,,1,2,519
5/29/2025 17:31,5/29/2025 17:38,100,414,1,5/29/2025 17:38,4,i WILL NOT USE AI TO ANSWER THIS SURVEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,I shared an office with my CEO in a past job - where I served as her executive assistant.  Our work was social work and you sometimes are confronted by clients who can be very upset.  One afternoon a client literally barged into our office expressing her anger at the CEO.  I immediately stood up while talking to the client calmly while at the same time walking with her out of our office.  I was actually ,2.799,189.241,200.004,6,6,6,6,2,1,3,2,1,6,1,1,1,2,3,1,2,3,1,6,4,5,9,7,8,3,3,4,6,4,5,3,4,8,4,7,6,1,2,5,3,in_control,control,,1,,,,,2,1,521
5/29/2025 21:06,5/29/2025 21:11,100,276,1,5/29/2025 21:11,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I went to the gym. I took a yoga class and I knew that if I got really bored that I could leave early, but it was a good class and I stayed. I was happy with my flexibility by the end of the class.",6.178,122.277,122.279,4,3,3,4,2,3,1,1,1,5,1,2,1,4,4,1,9,8,2,7,3,6,4,1,5,3,3,5,1,3,5,7,6,5,1,7,3,4,6,8,2,in_control,control,,1,,,,,2,1,522
5/29/2025 16:30,5/29/2025 16:35,100,307,1,5/29/2025 16:35,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,An incident that happened was when one of my kids fell off of the monkey bars.  I caught him at the last minute and felt in control because I was able to do something about it.,17.255,131.066,131.069,2,6,7,6,3,1,2,2,1,6,1,2,2,6,5,3,1,8,2,9,4,3,6,5,7,1,6,7,1,1,6,6,7,6,8,5,4,1,3,7,2,in_control,control,,1,,,,,1,2,523
5/30/2025 10:52,5/30/2025 10:56,100,216,1,5/30/2025 10:56,4,I will not use A! to answer this survey,"First thing in the morning, I let the dog outside to pee. Following that I make a cup of coffee before going on line to check for any news updates. After that I take a shower to get ready for the day.",8.581,126.29,126.298,2,6,6,6,3,2,1,6,6,4,5,6,6,4,3,6,5,1,2,7,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,1,2,,,530
5/29/2025 18:55,5/29/2025 19:02,100,421,1,5/29/2025 19:02,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,I was scolded by a business because of the actions of one of my coworker's didn't read an email or relayed the message to their spouse about the changes for using a company discount.,19.15,163.874,163.886,2,5,4,5,3,2,1,1,1,4,1,1,1,3,1,1,8,5,7,3,4,1,6,9,2,2,5,5,3,3,5,5,5,3,8,5,6,7,1,4,2,in_control,prime,1,,,,,,1,2,532
6/4/2025 18:43,6/4/2025 18:47,100,229,1,6/4/2025 18:47,4,I will not use AI to answer this survey,"I took my morning pills, got dressed, turned on the coffee and started breakfast. During breakfast I watched Sports Center and played Wordle and after that, cleaned up from breakfast and read thru my email.",12.214,125.401,125.417,4,6,6,6,1,2,3,4,3,3,2,3,6,1,4,6,2,3,5,7,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,1,2,,,533
5/29/2025 17:26,5/29/2025 17:35,100,582,1,5/29/2025 17:35,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I cannot think of anything now. I will close out. Wait, just remembered. My brother died and everyone thought I would just turn over everything to the sister in law. Surprise. I moved back home to become her guardian, went to court, and everything. I am managing well and good at it. Evil never wins.",48.137,174.244,174.256,2,4,4,6,1,3,2,5,7,6,4,7,5,2,3,7,2,4,8,9,6,1,7,3,5,3,5,4,7,7,1,7,4,2,6,7,3,4,5,1,8,in_control,control,,1,,,,,2,1,538
5/29/2025 16:54,5/29/2025 17:02,100,515,1,5/29/2025 17:02,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Covid gave everyone instance uncontrollable situation, we had to wait to see what the government told us what to do",52.366,185.809,200.007,5,5,5,5,3,1,2,2,4,4,2,4,2,3,4,4,2,4,9,5,7,6,8,1,3,3,4,5,4,4,4,5,4,2,3,1,5,4,8,6,7,in_control,prime,1,,,,,,1,2,540
5/29/2025 21:00,5/29/2025 21:03,100,179,1,5/29/2025 21:03,4,I will not use AI to answer this survey.,"I get up and check my emails first unfortunately. Then I lie down for like five minutes and go use the bathroom and brush my teeth. Then I leave my room, feed the dogs, and start making coffee. I ease into work and then have breakfast. After breakfast, I walk dogs, then come home and work out. After I workout I go take a long shower and get dressed. After I get dressed I have lunch and keep working until naptime after jeopardy at 3:30PM. ",2.855,121.455,121.471,2,6,6,6,2,3,1,1,2,2,2,2,5,3,5,6,1,4,2,5,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,2,1,,,541
5/29/2025 20:52,5/29/2025 20:54,100,161,1,5/29/2025 20:54,4,I will not use AI to answer this survey,"I get up in the morning around 6:30 am.  I then make a cup of coffee and sit down to read my email as I drink my coffee.  I will then get dressed and ready for work by putting on my clothes, brushing my teeth and putting on my makeup.  I drive to work and it typically takes me about 45 minutes to commute.  I go to work and do the things that I have to do there that feel like torture.  I drive the commute home, come in and try to get dinner on the table.  I will clean up and then take care of my pets and do some light housework.  I will shower and then I may have a few minutes left at the end of the day to watch a little bit of TV before falling asleep.",1.588,121.171,121.188,2,2,2,3,1,3,2,2,1,1,1,3,4,4,6,3,5,1,2,7,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,2,1,,,542
5/30/2025 12:00,5/30/2025 12:05,100,285,1,5/30/2025 12:05,4,I will not use AI to answer this survey,"When we sold a house which my wife and I occupied along with my wife's grandmother, the proceeds were not split evenly, but were split mostly in our favor.  At the time we were young and starting our family, and facing a relocation with no great prospects.  The financial boost which my grandmother-in-law gave us was, and still is, helped create a solid foundation for our lives and our children's futures.",6.824,175.576,175.581,3,6,6,5,3,1,2,4,4,4,4,5,5,4,5,3,1,2,6,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,2,1,,,548
5/29/2025 18:23,5/29/2025 18:27,100,198,1,5/29/2025 18:27,4,I will not use AI to answer this survey,"I had a ticketing issue at the airport, and was haggling about the rebook fee that the airline was requesting i pay. When a stranger came up and decided to cover the cost for me. And when i tried to pay him back, he just said to do it for someone else in the future ",34.425,122.148,122.168,2,6,6,6,3,1,2,4,6,3,4,4,6,1,6,4,3,2,5,6,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,1,2,,,551
5/30/2025 6:29,5/30/2025 6:33,100,207,1,5/30/2025 6:33,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"When I was prepping a meal for family and was running the kitchen. I had all the timers organized, things prepped in advanced, and all in all was very stress-free. Most times these things are hectic but I prepared more this year and felt more in control than ever before. I felt rather proud of how smoothly it went.",12.101,121.161,121.165,2,3,4,5,1,2,3,2,4,6,2,2,1,4,5,5,3,5,2,1,4,9,8,7,6,2,6,6,2,2,6,5,5,6,5,3,8,7,4,1,2,in_control,control,,1,,,,,2,1,552
5/29/2025 16:34,5/29/2025 16:39,100,290,1,5/29/2025 16:39,4,"'I will not use A1 to answer this survey""",Not too long ago I was having major money issues. My neighbor gave me information about Prolific. I immediately looked into it and got signed up. Now I can afford everyday essentials. I thank her all the time and I tell her how much I appreciated her giving me the information.,12.885,182.473,182.482,5,7,7,7,1,2,3,7,7,6,6,7,7,1,5,2,4,3,6,7,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,1,2,,,555
5/30/2025 8:47,5/30/2025 8:51,100,236,1,5/30/2025 8:51,4,I will not use AI to answer this survey,I had a few people over my house so theysaw what kind of decor i had. A few weeks later one of th people I invited bought me something for my house and left a note saying that she was thinking of me and that she wanted to let me know that I was doing a good job.,5.342,155.588,155.593,5,6,6,6,3,1,2,5,5,4,5,4,5,4,3,5,6,1,2,6,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,1,2,,,556
5/29/2025 17:36,5/29/2025 17:42,100,333,1,5/29/2025 17:42,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I was playing an online video game where team work was imperative to win. It felt like I was doing everything I could for the team, but we were still losing. My team would ignore me and just did whatever they liked and at some point losing was just inevitable. We were going to lose the game no matter what I did.",11.509,11.509,200.011,1,6,4,6,3,1,2,2,2,5,2,2,2,4,4,3,3,9,7,1,4,2,6,5,8,4,4,6,2,4,5,6,5,7,3,1,8,4,5,2,6,in_control,prime,1,,,,,,2,1,557
5/29/2025 17:04,5/29/2025 17:07,100,200,1,5/29/2025 17:07,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A time I felt that I was in control was actually when my daughter was sick most recently. I knew what to expect and how to handle her discomfort, and was able to have all the tools and supplies ready in case anything happened. I felt sad for her, I obviously don't want her to be sick, but I also felt proud of myself because I didn't panic and I could tell my husband what to do. I also knew I had other people I could ask questions to and didn't feel so alone like I had in the past. ",1.429,121.182,121.184,2,4,4,5,2,3,1,1,1,6,1,1,1,5,5,5,5,3,2,6,7,4,1,8,9,3,3,5,4,4,6,2,5,7,1,5,3,6,2,8,4,in_control,control,,1,,,,,2,1,559
5/29/2025 16:14,5/29/2025 16:18,100,216,1,5/29/2025 16:18,4,I will not use AI to answer this survey,"I get up and shower first thing.  Then I get dressed and brush my teeth.  After that I take my medication for the day and drink some water.  Then I make my lunch, let the dog outside, feed the dog when she comes back in, and then make my breakfast.  Once that's done, I pack everything I'll need for work for the day, grab my keys and head out the door for the office.",15.496,127.21,127.212,2,5,5,5,1,2,3,3,3,3,4,6,4,5,1,3,2,4,6,7,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,1,2,,,563
5/29/2025 20:47,5/29/2025 20:51,100,262,1,5/29/2025 20:51,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,I hired a contractor to fix my floors. The project went over budget and took way longer than I thought it would. I felt helpless and disappointed.,4.25,156.216,156.216,5,3,2,4,3,1,2,4,4,4,5,4,5,4,5,5,4,8,1,7,5,6,9,2,3,5,6,5,6,5,6,6,6,7,2,1,8,5,3,6,4,in_control,prime,1,,,,,,2,1,564
5/29/2025 16:44,5/29/2025 16:48,100,225,1,5/29/2025 16:48,4,I will not use AI to answer this survey,around 2017 or 2018 i remember me and my little sister needed groceries to eat and a long time neighbor gave me 100 dollars for groceries .If it wasent for  my long time neighbor we would be starving for that day.,12.501,143.631,143.642,2,6,6,6,3,1,2,5,5,3,6,5,5,4,1,5,6,3,2,4,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,1,2,,,566
5/29/2025 16:41,5/29/2025 16:47,100,348,1,5/29/2025 16:47,4,I will not use AI to answer this survey.,"I still remember the day when I was given my first English dictionary. I was a young Cuban man with great ambitions and dreams. My dream was to learn enough English vocabulary to be able to communicate in that language. Eentually, I did make it to the United States",2.952,199.456,200.003,6,6,6,7,2,1,3,4,5,6,4,6,5,5,1,3,6,4,2,5,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,2,1,,,569
5/29/2025 17:00,5/29/2025 17:05,100,304,1,5/29/2025 17:05,4,I will not use AI to answer this survey,"I needed new tires on my car when I was a single Mom of three children many years ago. Someone paid forward for all new tires, and the car tire business called me to come into the store and have the tires put on my car. I could only guess who this wonderful gift came from. ",11.716,154.139,154.141,3,7,7,7,2,1,3,7,7,7,6,7,7,1,6,5,3,2,4,4,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,1,2,,,575
5/29/2025 16:17,5/29/2025 16:20,100,173,1,5/29/2025 16:20,4,I will not use AI to answer this survey,"Definitely about three weeks ago. My Mom was robbed three times over Mother's Day weekend and I had to leave for a night. This would be right after the ACTUAL robber himself came to her doorstep to apologize. He can shove it... we called 911. So, I was very worried that night because I had to go home and feed my animals, work, and finish off my lawn (because my husband refused to because he has a part time job outside the house and he resents me for working from home). So, to make a long story short, that night, without even really being asked, both of my cousins offered to stay in my Mom's driveway to watch her house. They told me to get a good night's sleep. I didn't, too much worry, but they were the only ones who offered to help thus far.",9.315,120.771,120.781,2,7,7,7,3,1,2,6,5,4,5,7,7,2,3,6,5,1,4,7,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,2,1,,,576
5/29/2025 16:22,5/29/2025 16:34,100,699,1,5/29/2025 16:34,4,I will not use AI to answer this survey,"My morning routine consisted of brushing my teeth firsthand, then I washed my face, put on my clothes for today, ate breakfast, and drank orange juice. I went to the grocery store to get a few items that was essential for me to have. ",3.125,153.23,153.235,10,6,7,3,1,3,2,2,7,3,5,4,6,3,6,5,4,2,1,5,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,2,1,,,577
5/29/2025 16:40,5/29/2025 16:45,100,268,1,5/29/2025 16:45,4,I will not use AI to answer this survey,"When I was studying abroad in Japan during college, my host mother sent me on a trip to a city I was unfamiliar with. She told me generally where to go and drew a diagram, but I didn't speak the language very well and was expecting her to come with me, so I was very shocked when I got on the train and she waved at me as the doors closed. I was confused and felt very alone. I eventually got off at the second stop because I did not know where to go. I must have looked confused, because two other students around my age asked me where I was trying to go and if I needed help. I showed them the diagram and tried to explain myself. They ended up helping me by making sure I was on the right train and they came along with me to ensure I got off at the stop I wanted. They didn't have to be so kind, but they were, and I was forever grateful.",2.556,171.319,171.338,2,7,7,7,1,2,3,5,5,4,5,6,6,1,4,6,3,2,5,7,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,2,1,,,579
5/29/2025 16:44,5/29/2025 17:02,100,1070,1,5/29/2025 17:02,4,I will not use AI to answer this survey.,"When I wake in the morning, I brush teeth, do my morning exercise, take my bath and prepare breakfast for the family. Then I get ready for work.",8.17,8.17,200.036,1,5,6,6,1,3,2,5,4,5,6,6,5,1,4,3,2,6,5,6,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,2,1,,,580
5/29/2025 16:16,5/29/2025 16:20,100,203,1,5/29/2025 16:20,4,I will not use AI to answer this survey,"I woke up and brushed my teetha and washed my face. Then, I styled my hair. Afterwards, i put on my clothes and proceeded to get m ywork day started.",3.717,127.998,128.014,2,6,6,6,3,1,2,7,7,7,7,7,7,3,2,6,5,1,4,5,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,2,1,,,584
5/29/2025 22:35,5/29/2025 22:39,100,252,1,5/29/2025 22:39,4,I will not use AI to answer this survey,"I get up before my alarm goes off so I use this time to scroll through Facebook for amusing videos.  I watched them until my alarm goes off then I get out of bed.  I go and turn off the house alarm system then proceeded to open up my bedroom windows, urinate, then wash my eyes with water in order to wake up fully.  I then headed to the kitchen to make coffee and put away last night's dried dishes.  Then I turn on my computer and log in.",1.076,128.604,128.606,2,4,4,6,2,1,3,1,2,1,1,1,6,4,3,2,5,6,1,2,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,2,1,,,585
