StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Q_BallotBoxStuffing,t_intro _First Click,t_intro _Last Click,t_intro _Page Submit,t_intro _Click Count,meta_Browser,meta_Version,meta_Operating System,meta_Resolution,t_CTXTintro_First Click,t_CTXTintro_Last Click,t_CTXTintro_Page Submit,t_CTXTintro_Click Count,Intro,t_Printer_TC_First Click,t_Printer_TC_Last Click,t_Printer_TC_Page Submit,t_Printer_TC_Click Count,Bin.Printer_TC,t_Cell_Comp_First Click,t_Cell_Comp_Last Click,t_Cell_Comp_Page Submit,t_Cell_Comp_Click Count,Comp_Cell,t_TV_Attr_First Click,t_TV_Attr_Last Click,t_TV_Attr_Page Submit,t_TV_Attr_Click Count,Attr_TV,t_TV_Comp_First Click,t_TV_Comp_Last Click,t_TV_Comp_Page Submit,t_TV_Comp_Click Count,Comp_TV,t_Cell_Attr_First Click,t_Cell_Attr_Last Click,t_Cell_Attr_Page Submit,t_Cell_Attr_Click Count,Attr_Cell,t_TV_TC_First Click,t_TV_TC_Last Click,t_TV_TC_Page Submit,t_TV_TC_Click Count,Bin.TV_TC,t_Printer_Attr_First Click,t_Printer_Attr_Last Click,t_Printer_Attr_Page Submit,t_Printer_Attr_Click Count,Attr_Printer,t_Printer_Comp_First Click,t_Printer_Comp_Last Click,t_Printer_Comp_Page Submit,t_Printer_Comp_Click Count,Comp_Printer,t_Cell_TC_First Click,t_Cell_TC_Last Click,t_Cell_TC_Page Submit,t_Cell_TC_Click Count,Bin.Cell_TC,FL_213_DO_FL_215,FL_213_DO_FL_241,FL_213_DO_FL_255,FL_213_DO_FL_292,FL_213_DO_FL_274,FL_213_DO_FL_304,FL_224_DO_Bin.Printet_TC,FL_224_DO_Comp.Cell,FL_224_DO_Attr.TV,FL_244_DO_Bin.Printet_TC,FL_244_DO_Comp.TV,FL_244_DO_Attr.Cell,FL_258_DO_Bin.TV_TC,FL_258_DO_Comp.Cell,FL_258_DO_Attr.Printer,FL_295_DO_Bin.TV_TC,FL_295_DO_Attr.Cell,FL_295_DO_Comp.Printer,FL_277_DO_Bin.Cell_TC,FL_277_DO_Attr.Printer,FL_277_DO_Comp.TV,FL_307_DO_Bin.Cell_TC,FL_307_DO_Attr.TV,FL_307_DO_Comp.Printer,TWIN_ID
5/30/2025 9:54,5/30/2025 10:02,100,489,1,5/30/2025 10:02,1,,0,5,,,0,0,160.241,0,Chrome,136.0.0.0,Windows NT 10.0,1366x768,72.342,72.342,83.075,1,1,,,,,,,,,,,48.388,48.388,57.375,1,2,,,,,,,,,,,,,,,,,,,,,79.005,79.005,82.277,1,2,71.539,71.539,75.248,1,2,,,,,,1,,,,,,,,,,,,,,,,1,2,3,607
5/30/2025 11:01,5/30/2025 11:02,100,67,1,5/30/2025 11:02,1,,0,0,,,7.609,12.959,14.509,8,Chrome,136.0.0.0,Windows NT 10.0,1536x864,12.736,12.736,14.334,1,1,,,,,,,,,,,8.978,8.978,10.443,1,2,,,,,,,,,,,,,,,,,,,,,9.55,9.55,11.019,1,2,4.871,4.871,6.352,1,1,,,,,,1,,,,,,,,,,,,,,,,2,1,3,610
5/30/2025 9:10,5/30/2025 9:12,100,139,1,5/30/2025 9:12,1,,0,0,,,5.93,14.693,16.168,2,Chrome,136.0.0.0,Windows NT 10.0,1536x960,0.996,34.448,37.527,6,1,,,,,,4.701,21.62,25.604,2,2,,,,,,,,,,,,,,,,5.687,19.463,24.205,2,1,9.796,12.848,21.874,2,2,,,,,,,,,,,,,1,,,,,,,,,,3,1,2,,,,,,,,,,612
5/30/2025 11:35,5/30/2025 11:38,100,229,1,5/30/2025 11:38,0.8999999761581421,,0,5,,,0,0,53.345,0,Chrome,136.0.0.0,Macintosh,1440x900,48.584,48.584,49.422,1,2,29.181,29.181,30.784,1,1,,,,,,,,,,,34.397,34.397,35.584,1,2,30.32,31.356,37.921,2,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,2,1,,,,,,,,,,,,,614
5/30/2025 9:18,5/30/2025 9:20,100,134,1,5/30/2025 9:20,1,,0,0,,,4.032,4.032,4.484,1,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,15.137,15.137,16.359,1,1,,,,,,8.117,8.117,9.501,1,2,,,,,,,,,,,,,,,,5.261,5.261,8.585,1,1,85.594,86.784,87.398,2,2,,,,,,,,,,,,,1,,,,,,,,,,1,2,3,,,,,,,,,,618
5/30/2025 10:52,5/30/2025 10:57,100,297,1,5/30/2025 10:57,1,,0,0,,,0,0,16.118,0,Chrome,137.0.0.0,Windows NT 10.0,1536x864,69.445,69.445,70.418,1,2,,,,,,,,,,,25.669,25.669,27.089,1,3,,,,,,,,,,,,,,,,,,,,,66.182,66.182,68.093,1,2,57.543,57.543,58.733,1,2,,,,,,1,,,,,,,,,,,,,,,,1,2,3,620
5/30/2025 10:58,5/30/2025 11:00,100,114,1,5/30/2025 11:00,1,,0,0,,,4.168,4.168,5.685,1,Chrome,136.0.0.0,CrOS x86_64 14541.0.0,1536x864,7.233,22.225,23.882,6,2,11.704,11.704,23.358,1,1,1.715,26.048,28.834,2,3,1.217,14.216,15.265,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,2,3,,,,,,,,,,,,,,,,621
5/30/2025 10:58,5/30/2025 11:04,100,346,1,5/30/2025 11:04,0.5,,0,0,,,0,0,65.148,0,Chrome,135.0.7049.85,Windows NT 10.0,1920x1080,53.583,53.583,61.621,1,2,,,,,,83.45,83.45,85.245,1,3,,,,,,,,,,,,,,,,45.898,45.898,47.989,1,2,55.029,55.029,56.822,1,3,,,,,,,,,,,,,1,,,,,,,,,,1,3,2,,,,,,,,,,622
5/30/2025 11:24,5/30/2025 11:28,100,258,1,5/30/2025 11:28,0.8999999761581421,,0,75,,,0,0,30.159,0,Chrome,136.0.0.0,Windows NT 10.0,1366x768,61.671,61.671,63.688,1,2,39.224,39.224,41.592,1,2,51.747,51.747,53.847,1,2,48.878,48.878,50.577,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,1,2,,,,,,,,,,,,,,,,624
5/30/2025 9:19,5/30/2025 9:22,100,204,1,5/30/2025 9:22,0.8999999761581421,,0,0,,,0,0,9.108,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,42.057,42.057,47.276,1,2,,,,,,,,,,,,,,,,,,,,,41.383,42.231,50.682,2,2,31.003,31.143,36.537,2,1,,,,,,34.655,34.655,44.434,1,2,,,,,,,,,1,,,,,,,,,,,,1,3,2,,,,,,,625
5/30/2025 10:57,5/30/2025 11:00,100,162,1,5/30/2025 11:00,1,,0,0,,,0,0,55.467,0,Chrome,131.0.0.0,Windows NT 10.0,1366x768,29.02,29.02,35.393,1,2,,,,,,10.453,10.453,11.509,1,3,,,,,,,,,,,,,,,,7.659,7.659,9.157,1,2,3.362,3.362,9.407,1,3,,,,,,,,,,,,,1,,,,,,,,,,2,1,3,,,,,,,,,,626
5/30/2025 9:18,5/30/2025 9:20,100,158,1,5/30/2025 9:20,1,,0,20,,,0,0,12.684,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,28.771,28.771,30.624,1,1,,,,,,,,,,,31.429,31.429,33.337,1,2,,,,,,,,,,,,,,,,,,,,,26.187,26.187,27.333,1,1,25.769,25.769,27.1,1,2,,,,,,1,,,,,,,,,,,,,,,,3,2,1,634
5/30/2025 9:20,5/30/2025 9:23,100,186,1,5/30/2025 9:23,1,,0,0,,,0,0,8.372,0,Chrome,136.0.0.0,Windows NT 10.0,1536x864,53.098,53.098,66.1,1,1,,,,,,,,,,,32.391,32.391,34.338,1,2,,,,,,,,,,,,,,,,,,,,,36.278,36.278,40.232,1,3,18.233,18.233,19.601,1,1,,,,,,1,,,,,,,,,,,,,,,,3,2,1,638
5/30/2025 12:22,5/30/2025 12:23,100,82,1,5/30/2025 12:23,1,,0,0,,,0,0,9.992,0,Chrome,136.0.0.0,Windows NT 10.0,1536x864,23.527,23.527,25.006,1,3,,,,,,,,,,,,,,,,,,,,,23.16,23.16,25.107,1,2,3.31,3.31,5.55,1,1,,,,,,4.898,4.898,9.348,1,1,,,,,,,,,1,,,,,,,,,,,,2,1,3,,,,,,,639
5/30/2025 9:25,5/30/2025 9:29,100,265,1,5/30/2025 9:29,1,,0,0,,,0,0,30.547,0,Chrome,136.0.0.0,Windows NT 10.0,1366x768,61.621,61.621,63.601,1,2,,,,,,,,,,,,,,,,49.538,49.538,51.197,1,2,,,,,,,,,,,42.586,42.586,46.849,1,2,,,,,,44.902,44.902,47.422,1,1,,,,,1,,,,,,,,,,,,,,2,3,1,,,,640
5/30/2025 10:22,5/30/2025 10:26,100,243,1,5/30/2025 10:26,0.8999999761581421,,0,5,,,0,0,39.731,0,Firefox,138,Windows NT 10.0,1920x1080,47.734,47.734,49.344,1,1,45.676,45.676,46.782,1,1,,,,,,,,,,,39.838,39.838,40.905,1,2,44.847,44.847,45.701,1,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,2,3,,,,,,,,,,,,,641
5/30/2025 10:10,5/30/2025 10:12,100,119,1,5/30/2025 10:12,1,,0,0,,,0,0,8.43,0,Chrome,136.0.0.0,Macintosh,2240x1260,39.383,39.383,40.995,1,2,8.392,8.392,19.048,1,2,,,,,,,,,,,8.751,8.751,10.96,1,3,21.329,21.329,23.058,1,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,1,3,,,,,,,,,,,,,647
5/30/2025 11:11,5/30/2025 11:14,100,167,1,5/30/2025 11:14,0.8999999761581421,,0,30,,,4.3,4.3,11.117,1,Firefox,139,Linux x86_64,1801x900,19.134,31.001,38.768,2,2,,,,,,,,,,,,,,,,11.584,18.934,30.984,2,1,,,,,,,,,,,4.866,21.867,30.65,4,3,,,,,,4.783,32.884,34.967,2,1,,,,,1,,,,,,,,,,,,,,2,3,1,,,,648
5/30/2025 9:44,5/30/2025 9:53,100,538,1,5/30/2025 9:53,0.8999999761581421,,0,0,,,0,0,14.417,0,Safari,18.4,Macintosh,1440x900,102.627,102.627,115.041,1,3,,,,,,184.166,184.166,225.671,1,3,,,,,,,,,,,,,,,,58.142,58.142,65.678,1,2,101.249,101.249,103.161,1,3,,,,,,,,,,,,,1,,,,,,,,,,3,2,1,,,,,,,,,,650
5/30/2025 11:10,5/30/2025 11:12,100,105,1,5/30/2025 11:12,1,,0,0,,,0,0,4.205,0,Chrome,137.0.0.0,Windows NT 10.0,1600x900,13.648,19.993,29.522,3,1,,,,,,,,,,,,,,,,,,,,,8.724,8.724,12.252,1,2,12.862,15.104,15.86,2,2,,,,,,11.879,12.98,13.328,2,2,,,,,,,,,1,,,,,,,,,,,,3,2,1,,,,,,,652
5/30/2025 10:31,5/30/2025 10:35,100,228,1,5/30/2025 10:35,1,,0,0,,,35.861,35.861,37.27,1,Edge,136.0.0.0,Windows NT 10.0,1366x768,37.283,39.406,43.001,2,1,23.748,43.795,46.8,3,1,,,,,,,,,,,20.087,21.385,23.408,2,2,46.672,56.49,58.252,3,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,1,3,,,,,,,,,,,,,654
5/30/2025 10:35,5/30/2025 10:37,100,94,1,5/30/2025 10:37,1,,0,0,,,3.974,5.302,6.738,2,Chrome,136.0.0.0,Android 10,412x915,2.9,21.572,22.301,8,1,,,,,,1.475,9.048,9.889,8,2,,,,,,,,,,,,,,,,2.29,16.794,17.762,11,2,1.02,19.908,20.682,12,2,,,,,,,,,,,,,1,,,,,,,,,,3,1,2,,,,,,,,,,663
5/30/2025 9:43,5/30/2025 9:45,100,84,1,5/30/2025 9:45,0.8999999761581421,,0,0,,,0,0,10.623,0,Chrome,130.0.0.0,Windows NT 10.0,1920x1080,13.959,13.959,26.406,1,1,,,,,,,,,,,6.505,6.505,8.792,1,2,,,,,,,,,,,,,,,,,,,,,6.084,6.084,11.78,1,2,10.382,10.382,14.838,1,1,,,,,,1,,,,,,,,,,,,,,,,2,1,3,665
5/30/2025 11:26,5/30/2025 11:34,100,453,1,5/30/2025 11:34,1,,0,0,,,4.707,6.044,7.483,2,Chrome,136.0.0.0,Windows NT 10.0,1500x1000,303.933,312.6,314.358,2,2,,,,,,,,,,,2.064,41.562,42.375,3,3,,,,,,,,,,,,,,,,,,,,,10.533,19.477,22.171,2,2,45.06,52.795,53.425,2,2,,,,,,1,,,,,,,,,,,,,,,,3,2,1,668
5/30/2025 11:59,5/30/2025 12:01,100,135,1,5/30/2025 12:01,1,,0,0,,,0,0,15.994,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,1.866,42.604,45.159,6,1,19.151,19.151,20.577,1,1,,,,,,,,,,,15.03,15.03,19.332,1,2,21.192,21.192,22.076,1,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,3,2,,,,,,,,,,,,,671
5/30/2025 11:33,5/30/2025 11:36,100,203,1,5/30/2025 11:36,1,,0,0,,,0,0,31.052,0,Edge,136.0.0.0,Windows NT 10.0,1366x768,46.996,46.996,51.426,1,1,25.136,25.136,27.67,1,2,39.026,39.026,40.263,1,2,31.935,31.935,35.667,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,2,3,,,,,,,,,,,,,,,,676
5/30/2025 11:26,5/30/2025 11:32,100,333,1,5/30/2025 11:32,1,,0,0,,,0,0,51.287,0,Chrome,135.0.0.0,CrOS x86_64 14541.0.0,1366x912,44.442,44.442,52.913,1,2,,,,,,,,,,,,,,,,,,,,,43.209,43.209,44.827,1,3,126.564,131.452,134.542,2,1,,,,,,22.566,22.566,25.393,1,2,,,,,,,,,1,,,,,,,,,,,,1,2,3,,,,,,,681
5/30/2025 10:36,5/30/2025 10:42,100,359,1,5/30/2025 10:42,0.699999988,,0,0,,,236.873,260.52,261.355,2,Firefox,138,Macintosh,1280x800,16.18,17.47,23.142,2,2,,,,,,,,,,,14.963,22.546,23.549,3,3,,,,,,,,,,,,,,,,,,,,,8.97,15.014,17.922,2,3,19.786,21.87,23.591,2,2,,,,,,1,,,,,,,,,,,,,,,,3,1,2,693
5/30/2025 9:50,5/30/2025 9:58,100,470,1,5/30/2025 9:58,0.8999999761581421,,0,0,,,11.26,71.412,75.919,4,Safari,18.5,Macintosh,1024x1366,19.932,111.15,112.039,3,2,19.397,34.632,35.633,2,2,2.89,154.985,157.006,4,3,9.028,28.071,28.098,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,1,3,,,,,,,,,,,,,,,,700
5/30/2025 9:59,5/30/2025 10:02,100,215,1,5/30/2025 10:02,1,,0,0,,,0,0,12.816,0,Chrome,137.0.0.0,Windows NT 10.0,1366x768,40.252,40.252,42.015,1,2,26.958,26.958,29.305,1,1,,,,,,,,,,,47.634,47.634,48.756,1,2,62.301,62.301,63.568,1,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,1,2,,,,,,,,,,,,,702
5/30/2025 9:29,5/30/2025 9:31,100,103,1,5/30/2025 9:31,1,,0,20,,,0,0,4.031,0,Chrome,136.0.0.0,Windows NT 10.0,2560x1440,22.517,22.517,24.325,1,2,12.043,12.043,15.361,1,1,31.322,31.322,31.935,1,3,17.481,17.481,21.474,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,1,2,,,,,,,,,,,,,,,,704
5/30/2025 9:39,5/30/2025 9:41,100,146,1,5/30/2025 9:41,0.800000012,,0,0,,,0,0,6.351,0,Chrome,136.0.0.0,Macintosh,2560x1440,41.826,41.826,46.691,1,1,,,,,,,,,,,,,,,,,,,,,32.742,32.742,34.047,1,2,21.729,21.729,27.01,1,1,,,,,,18.886,18.886,23.629,1,2,,,,,,,,,1,,,,,,,,,,,,1,3,2,,,,,,,706
5/30/2025 11:26,5/30/2025 11:30,100,235,1,5/30/2025 11:30,1,,0,10,,,0,0,11.462,0,Chrome,116.0.0.0,Macintosh,1440x900,57.125,57.125,59.349,1,2,,,,,,,,,,,,,,,,20.37,20.37,21.888,1,2,,,,,,,,,,,54.429,54.429,55.5,1,2,,,,,,35.843,35.843,37.398,1,2,,,,,1,,,,,,,,,,,,,,2,1,3,,,,710
5/30/2025 10:40,5/30/2025 10:47,100,393,1,5/30/2025 10:47,1,,0,0,,,0,0,7.506,0,Chrome,136.0.0.0,Windows NT 10.0,1536x864,29.976,29.976,32.536,1,1,13.198,13.198,14.402,1,1,,,,,,,,,,,13.967,13.967,15.271,1,3,23.168,23.168,24.202,1,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,3,1,,,,,,,,,,,,,712
5/30/2025 10:14,5/30/2025 10:16,100,126,1,5/30/2025 10:16,1,,0,0,,,0,0,9.522,0,Chrome,136.0.0.0,Macintosh,1470x956,42.776,42.776,43.797,1,1,,,,,,,,,,,,,,,,16.378,16.378,17.436,1,2,,,,,,,,,,,12.18,12.18,13.688,1,2,,,,,,29.366,29.366,30.073,1,2,,,,,1,,,,,,,,,,,,,,1,3,2,,,,713
5/30/2025 10:56,5/30/2025 10:58,100,121,1,5/30/2025 10:58,1,,0,0,,,0,0,4.979,0,Chrome,136.0.0.0,Macintosh,1710x1112,41.042,41.042,42.248,1,1,,,,,,,,,,,,,,,,,,,,,21.88,21.88,22.734,1,2,14.743,14.743,15.616,1,2,,,,,,26.081,26.081,26.801,1,3,,,,,,,,,1,,,,,,,,,,,,3,2,1,,,,,,,714
5/30/2025 11:42,5/30/2025 11:46,100,240,1,5/30/2025 11:46,0.8999999761581421,,0,0,,,0,0,12.232,0,Chrome,136.0.0.0,Macintosh,1680x1050,141.49,141.49,145.08,1,2,10.69,11.54,12.911,2,2,27.654,27.654,28.626,1,3,20.551,20.551,25.121,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,1,2,,,,,,,,,,,,,,,,716
5/30/2025 12:14,5/30/2025 12:15,100,104,1,5/30/2025 12:15,1,,0,0,,,34.716,34.716,35.347,1,Edge,136.0.0.0,Windows NT 10.0,1280x720,16.333,17.974,18.75,2,2,,,,,,,,,,,,,,,,9.037,15.015,15.9,3,2,,,,,,,,,,,12.855,14.705,15.479,2,2,,,,,,9.469,10.264,11.101,2,1,,,,,1,,,,,,,,,,,,,,1,3,2,,,,718
5/30/2025 13:15,5/30/2025 13:17,100,91,1,5/30/2025 13:17,1,,0,0,,,0,0,7.254,0,Safari,18.2,Macintosh,1470x956,36.51,36.51,38.906,1,2,7.704,7.704,9.179,1,1,12.783,12.783,14.325,1,1,9.062,9.062,10.663,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,2,3,,,,,,,,,,,,,,,,719
5/30/2025 11:26,5/30/2025 11:29,100,173,1,5/30/2025 11:29,0.8999999761581421,,0,0,,,16.174,34.565,36.348,4,Safari,18.5,Macintosh,1680x1050,25.025,40.588,42.525,2,1,14.689,23.505,25.278,2,1,,,,,,,,,,,15.299,17.237,18.67,2,2,17.753,31.943,33.116,2,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,2,1,,,,,,,,,,,,,720
5/30/2025 10:02,5/30/2025 10:04,100,119,1,5/30/2025 10:04,1,,0,0,,,0,0,9.904,0,Chrome,136.0.0.0,Windows NT 10.0,1536x864,0.841,47.655,48.634,2,2,,,,,,0.973,23.606,24.509,3,2,,,,,,,,,,,,,,,,0.85,12.165,12.939,2,1,16.509,16.509,17.371,1,2,,,,,,,,,,,,,1,,,,,,,,,,1,2,3,,,,,,,,,,725
5/30/2025 9:57,5/30/2025 10:00,100,147,1,5/30/2025 10:00,0.699999988,,0,0,,,0,0,8.298,0,Chrome,137.0.0.0,Windows NT 10.0,1680x1050,26.997,28.702,50.328,2,1,,,,,,14.847,14.847,33.535,1,2,,,,,,,,,,,,,,,,10.004,10.004,16.391,1,1,20.36,20.36,30.536,1,2,,,,,,,,,,,,,1,,,,,,,,,,2,1,3,,,,,,,,,,729
5/30/2025 11:25,5/30/2025 11:28,100,182,1,5/30/2025 11:28,1,,0,0,,,0,0,4.996,0,Chrome,136.0.0.0,Macintosh,2240x1260,48.585,48.585,50.556,1,1,,,,,,,,,,,,,,,,20.43,20.43,21.451,1,3,,,,,,,,,,,35.22,35.22,36.161,1,3,,,,,,49.061,49.061,49.918,1,2,,,,,1,,,,,,,,,,,,,,1,3,2,,,,732
5/30/2025 11:33,5/30/2025 11:36,100,160,1,5/30/2025 11:36,1,,0,0,,,0,0,11.734,0,Edge,136.0.0.0,Windows NT 10.0,1280x720,38.555,38.555,39.954,1,2,,,,,,33.64,33.64,37.246,1,2,,,,,,,,,,,,,,,,26.814,26.814,28.036,1,2,29.446,29.446,35.717,1,2,,,,,,,,,,,,,1,,,,,,,,,,1,2,3,,,,,,,,,,733
5/30/2025 9:08,5/30/2025 9:12,100,253,1,5/30/2025 9:12,0.8999999761581421,,0,0,,,0,0,55.299,0,Firefox,128,Macintosh,1440x900,52.637,52.637,54.102,1,2,32.541,32.541,34.084,1,2,,,,,,,,,,,27.643,27.643,31.435,1,3,61.409,61.409,64.4,1,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,3,1,,,,,,,,,,,,,736
5/30/2025 9:40,5/30/2025 9:43,100,183,1,5/30/2025 9:43,1,,0,0,,,40.814,40.814,42.024,1,Chrome,136.0.0.0,Windows NT 10.0,1366x768,3.159,70.79,74.86,3,2,3.617,12.78,14.667,4,2,2.817,23.615,25.097,3,3,2.685,6.269,9.001,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,3,2,,,,,,,,,,,,,,,,743
5/30/2025 10:33,5/30/2025 10:34,100,111,1,5/30/2025 10:34,0.8999999761581421,,0,0,,,0,0,4.985,0,Firefox,139,Windows NT 10.0,1600x900,20.337,20.337,30.257,1,2,,,,,,,,,,,,,,,,,,,,,17.071,17.071,20.345,1,2,14.942,16.462,18.409,2,1,,,,,,26.801,26.801,28.896,1,1,,,,,,,,,1,,,,,,,,,,,,2,1,3,,,,,,,748
5/30/2025 10:20,5/30/2025 10:23,100,155,1,5/30/2025 10:23,1,,0,0,,,0,0,22.025,0,Chrome,136.0.0.0,Windows NT 10.0,1280x720,55.665,55.665,56.519,1,2,,,,,,8.192,8.192,9.181,1,2,,,,,,,,,,,,,,,,12.829,12.829,14.135,1,2,26.615,27.694,28.485,2,3,,,,,,,,,,,,,1,,,,,,,,,,3,2,1,,,,,,,,,,749
5/30/2025 9:44,5/30/2025 9:56,100,741,1,5/30/2025 9:56,0.8999999761581421,,0,0,,,0,0,21.785,0,Chrome,134.0.0.0,Windows NT 10.0,1762x991,133.553,133.553,144.327,1,2,45.827,173.456,176.428,3,1,125.406,125.406,126.844,1,3,118.498,118.498,120.319,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,3,2,,,,,,,,,,,,,,,,768
5/30/2025 12:04,5/30/2025 12:08,100,227,1,5/30/2025 12:08,0.8999999761581421,,0,0,,,0,0,27.463,0,Safari,18.5,Macintosh,1440x900,32.622,32.622,35.182,1,1,,,,,,,,,,,,,,,,56.591,56.591,57.786,1,2,,,,,,,,,,,33.896,33.896,38.097,1,2,,,,,,57.631,57.631,59.163,1,1,,,,,1,,,,,,,,,,,,,,1,2,3,,,,771
5/30/2025 9:13,5/30/2025 9:14,100,76,1,5/30/2025 9:14,1,,0,20,,,0,0,5.85,0,Edge,136.0.0.0,Windows NT 10.0,1920x1080,13.597,13.597,14.681,1,2,,,,,,,,,,,,,,,,,,,,,13.693,13.693,17.064,1,2,6.48,6.48,8.252,1,1,,,,,,9.22,9.22,9.951,1,2,,,,,,,,,1,,,,,,,,,,,,2,3,1,,,,,,,775
5/30/2025 10:59,5/30/2025 11:01,100,129,1,5/30/2025 11:01,0.8999999761581421,,0,10,,,0,0,9.431,0,Chrome,103.0.0.0,Macintosh,2560x1440,31.526,31.526,33.347,1,2,23.316,23.316,24.489,1,1,,,,,,,,,,,22.383,22.383,29.98,1,3,22.062,22.062,22.675,1,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,1,2,,,,,,,,,,,,,776
5/30/2025 12:16,5/30/2025 12:18,100,133,1,5/30/2025 12:18,1,,0,0,,,0,0,41.624,0,Chrome,136.0.0.0,Macintosh,1470x956,27.848,27.848,29.389,1,1,,,,,,,,,,,13.709,13.709,14.763,1,3,,,,,,,,,,,,,,,,,,,,,19.839,19.839,20.979,1,2,17.764,17.764,18.671,1,2,,,,,,1,,,,,,,,,,,,,,,,2,1,3,777
5/30/2025 10:35,5/30/2025 10:37,100,117,1,5/30/2025 10:37,1,,0,0,,,10.683,13.084,14.643,4,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,20.45,26.186,28.433,3,2,11.063,11.063,15.326,1,2,22.563,22.563,24.101,1,3,16.501,16.501,19.299,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,3,1,,,,,,,,,,,,,,,,787
5/30/2025 9:27,5/30/2025 9:29,100,120,1,5/30/2025 9:29,1,,0,0,,,0,0,63.421,0,Chrome,136.0.0.0,Windows NT 10.0,1455x819,13.947,13.947,15.165,1,3,,,,,,5.399,6.897,8.585,2,1,,,,,,,,,,,,,,,,4.213,4.213,5.885,1,1,9.692,9.692,11.246,1,2,,,,,,,,,,,,,1,,,,,,,,,,3,2,1,,,,,,,,,,788
5/30/2025 10:23,5/30/2025 10:27,100,211,1,5/30/2025 10:27,0.6000000238418579,,0,0,,,0,0,54.574,0,Edge,136.0.0.0,Windows NT 10.0,1366x768,2.803,52.398,54.876,2,1,,,,,,,,,,,,,,,,16.762,16.762,18.241,1,2,,,,,,,,,,,2.541,34.711,36.48,2,2,,,,,,4.019,18.504,19.887,2,1,,,,,1,,,,,,,,,,,,,,2,1,3,,,,790
5/30/2025 10:56,5/30/2025 10:57,100,57,1,5/30/2025 10:57,1,,0,0,,,1.863,1.863,13.351,1,Edge,136.0.0.0,Windows NT 10.0,1366x768,6.929,6.929,9.823,1,2,,,,,,5.604,10.05,10.459,6,3,,,,,,,,,,,,,,,,1.917,5.267,7.396,7,2,4.772,4.772,9.481,1,3,,,,,,,,,,,,,1,,,,,,,,,,1,3,2,,,,,,,,,,799
5/30/2025 11:25,5/30/2025 11:32,100,427,1,5/30/2025 11:32,0.8999999761581421,,0,0,,,32.711,32.711,338.743,1,Edge,136.0.0.0,Windows NT 10.0,1778x1000,11.25,30.091,30.697,2,3,,,,,,,,,,,,,,,,,,,,,12.882,13.72,14.484,2,3,7.567,11.162,12.218,2,1,,,,,,2.398,18.651,19.51,2,2,,,,,,,,,1,,,,,,,,,,,,2,3,1,,,,,,,802
5/30/2025 11:33,5/30/2025 11:37,100,191,1,5/30/2025 11:37,1,,0,0,,,0,0,28.856,0,Chrome,136.0.0.0,Macintosh,1440x900,39.411,39.411,49.766,1,2,,,,,,,,,,,,,,,,,,,,,30.533,30.533,41.311,1,3,20.293,20.293,25.596,1,1,,,,,,17.774,17.774,25.654,1,2,,,,,,,,,1,,,,,,,,,,,,1,2,3,,,,,,,803
5/30/2025 10:13,5/30/2025 10:15,100,150,1,5/30/2025 10:15,1,,0,0,,,3.477,29.512,30.593,4,Firefox,138,Windows NT 10.0,1536x864,12.455,35.746,37.51,4,2,,,,,,,,,,,,,,,,,,,,,14.954,35.372,36.508,4,2,4.214,15.954,17.187,4,2,,,,,,2.412,13.2,15.298,2,2,,,,,,,,,1,,,,,,,,,,,,2,1,3,,,,,,,814
