StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,SETTYPE,DWELOWN_GSS,BUS_CPS,SCHENR_CPS,PUWC_CPS,V1-V2_ATUS,HEALTH_GSS,POORSERV_GSS,WWWHR_GSS,HLTHWEB_GSS,SATFIN_GSS,JOBLOSE_GSS,TRUST_GSS,CONBUS_GSS,CONPRESS_GSS,ATTENTION_CHECK,FAMSUFFR_GSS,IMMJOBS_GSS,AFFRMACT_GSS,GOVT_RESPONSIBILITY,HLTHTAX,GETAHEAD,FAIR,FAEDUC,CONCERNCO_PEW,TIKTOK,VOTE20_GSS,PRES20_GSS,TWIN_ID
6/27/2025 14:02,6/27/2025 14:11,100,546,1,6/27/2025 14:11,2,1,1,2,1,2,1,4,80,1,1,4,2,2,3,3,1,1,4,5,5,2,3,2,2,1,1,2,1048
6/30/2025 0:44,6/30/2025 0:48,100,249,1,6/30/2025 0:48,3,1,1,1,1,2,2,4,24,5,2,4,3,3,2,3,5,5,1,1,1,3,1,3,2,5,1,1,1049
6/27/2025 13:10,6/27/2025 13:19,100,544,1,6/27/2025 13:19,4,2,2,2,1,2,3,5,70,5,3,5,1,2,2,3,5,5,2,1,2,2,2,6,2,4,1,1,1052
6/28/2025 15:18,6/28/2025 15:22,100,242,1,6/28/2025 15:22,4,1,2,2,1,2,2,4,10,3,2,2,3,2,2,3,2,4,3,3,2,2,3,3,2,1,1,3,1053
6/27/2025 14:20,6/27/2025 14:27,100,388,1,6/27/2025 14:27,2,1,2,2,1,2,2,5,25,4,1,3,3,3,2,3,5,5,2,1,1,2,3,4,2,2,1,1,1055
6/27/2025 11:51,6/27/2025 12:19,100,1658,1,6/27/2025 12:19,1,2,2,1,1,2,3,3,20,1,2,4,2,2,2,3,4,4,1,1,3,2,3,2,1,3,1,1,1056
6/28/2025 19:05,6/28/2025 19:09,100,202,1,6/28/2025 19:09,2,1,2,2,1,2,2,5,30,4,1,4,3,2,3,3,5,3,2,1,2,2,1,6,1,5,1,3,1057
6/27/2025 16:19,6/27/2025 16:25,100,380,1,6/27/2025 16:25,3,2,2,2,2,2,2,6,60,5,3,4,3,3,3,3,1,1,4,4,5,3,3,5,2,2,1,3,1059
6/28/2025 20:24,6/28/2025 20:29,100,326,1,6/28/2025 20:29,2,2,2,2,1,1,1,5,10,6,2,4,1,3,2,3,5,5,2,1,1,2,2,5,1,1,1,1,1060
6/27/2025 14:15,6/27/2025 14:22,100,417,1,6/27/2025 14:22,3,1,1,2,1,2,2,6,21,1,3,2,3,2,2,3,4,4,5,2,1,2,3,2,1,2,1,1,1061
6/27/2025 12:07,6/27/2025 12:13,100,350,1,6/27/2025 12:13,3,1,2,2,3,2,3,7,14,5,3,4,3,3,3,3,3,3,4,4,3,1,1,1,2,4,1,2,1062
6/27/2025 14:50,6/27/2025 14:56,100,346,1,6/27/2025 14:56,1,1,1,2,1,2,2,5,10,4,1,4,1,3,3,3,4,2,3,5,5,3,3,3,3,5,1,2,1065
6/27/2025 12:00,6/27/2025 12:06,100,397,1,6/27/2025 12:06,4,1,2,1,1,2,2,6,60,3,3,3,2,3,3,3,4,4,4,5,5,2,2,2,3,5,1,2,1068
6/27/2025 17:47,6/27/2025 18:11,100,1438,1,6/27/2025 18:11,1,2,2,2,2,2,1,4,30,4,3,5,2,3,3,3,1,3,5,1,6,2,1,6,2,1,2,4,1069
6/27/2025 12:52,6/27/2025 13:04,100,710,1,6/27/2025 13:04,4,2,2,2,3,2,2,4,16,4,2,4,3,2,2,3,4,5,2,3,2,2,2,1,1,3,1,1,1071
6/28/2025 14:28,6/28/2025 14:36,100,507,1,6/28/2025 14:36,2,1,1,1,1,2,2,6,20,3,3,3,2,3,3,3,2,4,4,5,4,1,3,5,4,2,1,2,1074
6/27/2025 12:01,6/27/2025 12:10,100,544,1,6/27/2025 12:10,5,1,1,2,1,2,3,5,70,4,3,3,3,3,3,3,2,4,4,3,2,2,1,3,2,2,2,4,1075
6/27/2025 15:56,6/27/2025 16:02,100,360,1,6/27/2025 16:02,5,1,2,2,1,2,2,6,4,5,1,4,1,2,2,3,4,5,3,4,3,1,2,2,2,1,1,1,1077
6/27/2025 13:31,6/27/2025 13:37,100,329,1,6/27/2025 13:37,3,1,2,2,2,2,2,4,25,1,3,3,2,3,3,3,4,4,1,3,1,3,1,5,1,5,1,1,1078
6/27/2025 15:28,6/27/2025 15:52,100,1432,1,6/27/2025 15:52,5,1,1,2,1,2,3,5,30,4,3,5,2,3,3,3,4,4,5,1,1,3,1,2,1,5,1,1,1079
6/27/2025 14:35,6/27/2025 14:39,100,242,1,6/27/2025 14:39,2,1,1,2,1,2,4,4,120,5,3,4,2,3,3,3,2,2,4,3,5,2,3,2,3,5,2,4,1082
6/27/2025 12:32,6/27/2025 12:34,100,148,1,6/27/2025 12:34,1,3,2,2,2,2,3,7,20,1,3,4,2,3,3,3,5,5,1,1,2,3,1,3,2,5,1,1,1085
6/27/2025 12:25,6/27/2025 12:32,100,455,1,6/27/2025 12:32,1,3,2,2,2,2,3,4,40,4,3,4,2,2,2,3,3,5,2,2,3,3,1,1,2,3,1,1,1086
6/27/2025 12:07,6/27/2025 12:12,100,264,1,6/27/2025 12:12,4,1,2,2,1,2,2,5,16,5,2,3,3,3,1,3,5,4,2,1,2,2,2,4,3,3,1,1,1087
6/27/2025 12:06,6/27/2025 12:17,100,622,1,6/27/2025 12:17,5,3,2,2,3,2,2,5,90,4,3,4,2,3,2,3,3,5,3,1,1,2,1,1,1,3,1,1,1089
6/27/2025 11:50,6/27/2025 11:56,100,401,1,6/27/2025 11:56,4,2,2,2,4,2,4,5,80,3,3,4,2,2,2,3,2,5,1,1,2,2,2,5,3,5,2,4,1090
6/27/2025 11:55,6/27/2025 12:04,100,524,1,6/27/2025 12:04,3,1,2,2,3,2,3,6,35,5,2,4,3,2,3,3,4,1,4,4,4,2,3,1,2,1,1,2,1091
6/27/2025 15:31,6/27/2025 15:39,100,444,1,6/27/2025 15:39,4,1,2,2,1,1,2,2,30,1,2,2,2,3,3,3,3,5,3,1,3,2,1,2,1,5,1,1,1092
6/27/2025 11:58,6/27/2025 12:03,100,273,1,6/27/2025 12:03,2,1,2,2,1,1,2,5,64,5,2,3,3,2,3,3,2,5,4,5,4,1,1,2,2,2,1,2,1093
6/27/2025 12:10,6/27/2025 12:18,100,453,1,6/27/2025 12:18,5,1,2,2,1,2,2,4,70,3,3,2,2,3,3,3,3,2,3,2,2,3,1,2,2,1,1,3,1094
6/27/2025 18:13,6/27/2025 18:18,100,287,1,6/27/2025 18:18,3,1,2,2,1,2,3,6,15,1,3,5,1,3,2,3,4,3,4,2,2,1,1,5,2,2,1,1,1096
6/27/2025 14:35,6/27/2025 14:41,100,364,1,6/27/2025 14:41,4,1,2,2,1,2,2,5,56,5,3,4,3,2,3,3,1,3,4,3,4,2,3,1,2,1,1,2,1097
6/27/2025 11:57,6/27/2025 12:01,100,208,1,6/27/2025 12:01,4,1,2,2,1,2,2,6,20,1,2,4,2,3,2,3,5,4,3,4,2,3,3,1,2,2,1,1,1099
6/27/2025 11:58,6/27/2025 12:08,100,590,1,6/27/2025 12:08,4,1,1,1,1,2,2,5,55,5,2,3,3,2,2,3,5,5,2,2,2,1,2,1,2,5,1,1,1103
6/27/2025 16:01,6/27/2025 16:08,100,398,1,6/27/2025 16:08,3,2,2,2,4,2,4,4,50,3,3,5,2,2,3,3,1,1,4,1,5,1,1,1,2,1,1,2,1104
6/27/2025 12:43,6/27/2025 12:49,100,397,1,6/27/2025 12:49,3,1,1,2,1,1,1,4,20,1,3,3,2,2,3,3,4,2,4,4,5,2,1,2,1,1,1,2,1108
6/27/2025 12:10,6/27/2025 12:16,100,320,1,6/27/2025 12:16,3,1,1,2,1,2,2,5,30,5,3,4,2,1,3,3,2,2,4,4,3,1,1,5,3,1,1,2,1109
6/27/2025 14:38,6/27/2025 14:44,100,362,1,6/27/2025 14:44,4,1,2,2,1,2,2,5,11,1,1,3,2,2,3,3,3,2,4,4,5,2,3,5,1,2,1,2,1110
6/28/2025 15:35,6/28/2025 15:42,100,450,1,6/28/2025 15:42,4,1,2,2,1,2,2,5,20,4,2,3,1,2,2,3,5,5,5,1,3,2,2,2,2,2,1,1,1111
6/27/2025 13:25,6/27/2025 13:31,100,360,1,6/27/2025 13:31,4,1,2,2,3,2,2,5,20,4,2,5,2,3,2,3,5,5,2,1,1,3,3,2,1,3,1,1,1112
6/28/2025 10:14,6/28/2025 10:33,100,1154,1,6/28/2025 10:33,2,1,1,2,1,2,2,6,25,4,2,3,1,2,2,3,5,5,4,4,1,1,2,2,1,3,2,4,1113
6/28/2025 14:53,6/28/2025 14:59,100,388,1,6/28/2025 14:59,2,1,1,2,1,2,2,1,50,4,3,3,2,3,3,3,3,3,3,2,5,3,1,6,2,1,2,4,1114
6/29/2025 11:53,6/29/2025 12:00,100,422,1,6/29/2025 12:00,5,2,2,1,1,2,2,6,36,5,3,5,2,3,3,3,3,2,4,3,5,1,1,6,1,4,1,2,1115
6/28/2025 8:26,6/28/2025 8:32,100,376,1,6/28/2025 8:32,4,4,2,2,2,2,4,6,10,1,4,4,3,2,4,3,5,3,3,2,6,2,3,2,2,1,2,4,1116
6/27/2025 17:16,6/27/2025 17:20,100,242,1,6/27/2025 17:20,4,1,1,2,1,2,1,6,70,6,2,4,3,3,3,3,5,5,3,1,5,3,3,6,2,5,1,3,1117
6/27/2025 13:20,6/27/2025 13:25,100,304,1,6/27/2025 13:25,2,2,2,2,2,2,3,6,20,5,3,4,3,3,2,3,4,4,2,1,1,2,2,1,3,3,1,2,1118
6/27/2025 13:46,6/27/2025 13:52,100,344,1,6/27/2025 13:52,4,1,1,2,1,2,3,4,20,1,3,2,2,3,3,3,3,4,3,3,2,2,3,2,2,4,1,3,1119
6/27/2025 19:50,6/27/2025 19:59,100,591,1,6/27/2025 19:59,2,2,2,2,1,2,2,5,20,3,2,3,2,2,3,3,4,3,3,3,4,2,1,3,2,3,2,4,1120
6/27/2025 12:26,6/27/2025 12:45,100,1143,1,6/27/2025 12:45,1,2,2,2,2,2,2,6,24,4,3,5,2,2,3,3,4,2,3,3,2,1,3,2,3,2,1,2,1122
6/27/2025 11:57,6/27/2025 12:04,100,388,1,6/27/2025 12:04,3,1,2,2,1,2,2,7,20,3,2,3,2,2,2,3,5,5,3,2,2,2,2,5,2,2,1,2,1123
6/27/2025 12:18,6/27/2025 12:33,100,894,1,6/27/2025 12:33,5,1,1,2,1,2,2,4,15,4,3,4,2,3,2,3,5,5,5,3,2,2,1,2,2,6,1,1,1126
6/27/2025 15:01,6/27/2025 15:07,100,334,1,6/27/2025 15:07,4,1,2,2,1,2,2,5,30,5,2,4,1,2,3,3,5,3,3,3,2,1,2,6,2,5,1,1,1127
6/27/2025 12:45,6/27/2025 12:49,100,280,1,6/27/2025 12:49,4,1,2,2,1,1,3,3,30,1,3,2,2,3,3,3,2,2,4,5,2,2,1,6,2,4,1,2,1129
6/29/2025 15:34,6/29/2025 15:44,100,615,1,6/29/2025 15:44,4,1,1,2,1,1,2,7,12,1,2,4,2,2,3,3,3,4,4,1,2,2,3,1,2,3,1,2,1132
6/27/2025 12:11,6/27/2025 12:20,100,488,1,6/27/2025 12:20,3,2,2,2,3,2,2,5,28,3,3,5,3,3,3,3,3,4,3,3,3,1,3,2,1,2,2,4,1133
6/30/2025 10:18,6/30/2025 10:23,100,268,1,6/30/2025 10:23,5,1,1,2,1,2,2,3,10,3,1,3,3,3,2,3,4,4,5,3,1,2,1,2,3,4,1,1,1134
6/27/2025 12:57,6/27/2025 13:09,100,725,1,6/27/2025 13:09,5,1,2,2,1,2,1,6,28,6,3,3,2,2,3,3,3,4,3,4,3,2,3,3,2,2,1,2,1135
6/27/2025 13:21,6/27/2025 13:29,100,455,1,6/27/2025 13:29,3,1,2,1,1,2,4,4,50,1,3,4,3,2,3,3,3,3,4,4,5,2,3,6,2,2,1,2,1136
6/27/2025 13:59,6/27/2025 14:05,100,351,1,6/27/2025 14:05,1,1,2,2,3,2,1,3,70,4,2,4,3,1,1,3,4,4,2,3,2,2,3,2,2,5,1,1,1137
6/27/2025 14:37,6/27/2025 14:45,100,500,1,6/27/2025 14:45,5,1,2,2,1,2,2,5,40,4,1,4,2,3,3,3,1,1,4,5,5,2,1,1,3,3,1,2,1138
6/27/2025 11:47,6/27/2025 11:51,100,236,1,6/27/2025 11:51,1,1,2,2,1,2,3,6,60,4,1,4,1,1,1,3,5,5,2,4,2,1,2,2,4,4,1,1,1139
6/27/2025 11:51,6/27/2025 12:00,100,517,1,6/27/2025 12:00,3,1,2,2,1,1,1,5,25,5,2,3,3,2,2,3,3,2,3,3,2,3,3,2,3,3,2,4,1141
6/27/2025 11:55,6/27/2025 12:11,100,914,1,6/27/2025 12:11,1,2,2,2,1,2,3,4,18,4,2,4,2,3,3,3,4,2,2,1,5,2,1,2,3,3,1,1,1142
6/29/2025 0:16,6/29/2025 0:22,100,359,1,6/29/2025 0:22,3,1,2,2,1,2,1,5,28,4,3,4,3,2,1,3,5,4,2,2,2,1,3,6,1,1,1,5,1143
6/27/2025 11:57,6/27/2025 12:04,100,399,1,6/27/2025 12:04,1,1,1,2,1,2,2,6,50,1,2,3,2,2,2,3,4,2,3,2,3,2,1,5,3,3,1,2,1144
6/27/2025 14:00,6/27/2025 14:30,100,1782,1,6/27/2025 14:30,4,1,1,2,1,2,2,4,84,5,3,4,2,3,3,3,1,4,1,1,2,2,3,3,1,5,1,2,1146
6/27/2025 14:21,6/27/2025 14:26,100,313,1,6/27/2025 14:26,3,1,1,2,1,2,3,6,15,5,3,3,2,3,2,3,4,4,3,2,1,2,1,2,1,2,1,1,1147
6/27/2025 11:56,6/27/2025 12:00,100,241,1,6/27/2025 12:00,2,1,1,2,2,2,2,5,20,4,2,4,1,3,2,3,5,5,2,1,1,3,3,5,2,5,1,1,1149
6/27/2025 14:39,6/27/2025 14:48,100,575,1,6/27/2025 14:48,4,1,2,2,1,2,2,5,30,4,1,4,3,2,2,3,3,3,5,2,3,4,2,5,3,2,3,4,1150
6/27/2025 13:08,6/27/2025 13:20,100,714,1,6/27/2025 13:20,3,1,1,2,1,2,2,5,4,3,2,3,3,3,3,3,2,2,4,5,5,1,1,6,2,2,1,2,1151
6/27/2025 12:24,6/27/2025 12:28,100,224,1,6/27/2025 12:28,5,1,2,2,1,2,2,5,15,5,2,3,2,3,2,3,5,5,2,3,4,2,1,4,2,1,1,3,1153
6/27/2025 14:14,6/27/2025 14:26,100,712,1,6/27/2025 14:26,2,2,2,2,1,2,2,7,40,6,2,3,2,2,2,3,2,3,5,1,3,2,4,5,3,3,2,4,1158
6/29/2025 15:14,6/29/2025 15:26,100,709,1,6/29/2025 15:26,4,1,2,2,1,2,3,4,40,4,3,3,2,2,2,3,3,2,3,2,2,1,1,2,1,3,1,1,1161
6/27/2025 18:27,6/27/2025 18:32,100,332,1,6/27/2025 18:32,4,1,2,2,1,2,2,6,21,5,2,3,1,2,2,3,4,4,2,3,2,1,2,5,2,2,1,1,1162
6/27/2025 17:19,6/27/2025 17:24,100,277,1,6/27/2025 17:24,5,2,2,2,1,2,1,4,15,3,3,5,1,3,1,3,5,5,1,1,1,3,2,6,3,5,1,1,1164
6/27/2025 13:18,6/27/2025 13:22,100,268,1,6/27/2025 13:22,2,1,2,2,1,2,3,5,25,5,3,2,3,3,2,3,5,5,5,1,2,3,3,2,1,5,2,3,1167
6/27/2025 11:50,6/27/2025 11:54,100,226,1,6/27/2025 11:54,5,2,2,2,1,2,2,5,44,4,3,3,1,1,1,3,4,4,2,3,2,2,2,3,2,4,1,1,1168
6/27/2025 17:39,6/27/2025 18:01,100,1318,1,6/27/2025 18:01,3,2,2,2,1,2,2,3,35,4,3,3,3,2,3,3,2,2,1,3,4,2,3,5,2,2,2,4,1170
6/27/2025 14:11,6/27/2025 14:17,100,381,1,6/27/2025 14:17,3,2,2,2,1,2,1,6,20,6,3,3,2,2,2,3,4,4,3,1,1,2,1,2,1,3,1,1,1171
6/27/2025 11:57,6/27/2025 12:06,100,535,1,6/27/2025 12:06,4,1,2,2,1,2,3,6,14,5,3,5,3,2,3,3,3,3,4,3,5,1,3,2,2,1,1,5,1172
6/27/2025 15:03,6/27/2025 15:09,100,364,1,6/27/2025 15:09,2,2,2,2,2,2,3,4,25,4,3,5,2,2,1,3,3,2,5,3,3,3,1,5,1,3,1,1,1173
6/28/2025 10:59,6/28/2025 11:04,100,296,1,6/28/2025 11:04,3,2,2,2,4,2,3,5,40,4,3,5,3,3,3,3,5,4,4,3,5,2,1,2,1,5,2,4,1174
6/27/2025 13:18,6/27/2025 13:52,100,2043,1,6/27/2025 13:53,2,2,2,2,1,2,3,4,28,4,3,5,2,3,2,3,3,4,5,1,2,2,3,1,2,5,1,1,1175
6/28/2025 15:41,6/28/2025 15:44,100,192,1,6/28/2025 15:44,5,1,2,2,1,2,3,4,40,4,3,3,2,3,3,3,4,4,3,1,1,3,3,2,2,4,1,1,1176
6/27/2025 18:14,6/27/2025 18:24,100,608,1,6/27/2025 18:24,3,3,1,2,1,2,2,4,28,4,3,4,1,2,1,3,5,5,2,1,2,2,2,1,1,1,1,1,1179
6/27/2025 13:33,6/27/2025 13:43,100,599,1,6/27/2025 13:43,4,2,1,2,1,2,1,6,40,5,2,4,2,2,1,3,1,5,3,1,5,1,1,2,4,5,1,2,1180
6/27/2025 19:49,6/27/2025 19:52,100,179,1,6/27/2025 19:52,3,1,2,2,1,2,2,6,40,4,2,5,2,1,3,3,2,1,4,3,4,1,3,3,2,4,1,2,1182
6/27/2025 12:47,6/27/2025 12:53,100,346,1,6/27/2025 12:53,3,1,2,2,3,2,3,5,8,1,1,3,3,2,2,3,5,2,4,3,4,1,2,5,2,6,1,2,1183
6/27/2025 14:58,6/27/2025 15:01,100,181,1,6/27/2025 15:01,1,1,2,2,1,2,2,4,10,1,2,4,2,3,3,3,4,5,3,1,1,3,1,4,2,1,1,1,1184
6/30/2025 2:54,6/30/2025 2:59,100,339,1,6/30/2025 2:59,1,1,2,2,2,2,1,7,49,6,3,5,3,3,3,3,5,5,3,1,1,2,3,5,2,3,1,1,1188
6/27/2025 15:37,6/27/2025 15:42,100,282,1,6/27/2025 15:42,3,1,2,2,2,2,3,5,45,4,3,5,1,3,2,3,4,4,2,2,2,2,2,2,2,3,1,1,1189
6/28/2025 19:08,6/28/2025 19:11,100,207,1,6/28/2025 19:11,2,1,2,2,1,2,3,4,50,2,3,3,3,3,3,3,4,4,2,3,4,2,1,2,2,3,2,4,1192
6/27/2025 18:09,6/27/2025 18:15,100,350,1,6/27/2025 18:15,4,1,2,2,1,2,2,5,30,1,3,3,3,2,3,3,2,3,3,3,4,1,3,5,2,2,1,2,1197
6/27/2025 13:02,6/27/2025 13:12,100,587,1,6/27/2025 13:12,2,1,2,2,1,2,1,5,40,2,1,4,1,2,2,3,4,2,3,4,2,1,2,2,2,1,1,2,1200
6/27/2025 12:01,6/27/2025 12:26,100,1495,1,6/27/2025 12:26,1,2,2,2,1,2,4,5,50,5,3,1,2,3,3,3,4,3,3,3,1,2,2,2,2,1,1,1,1201
6/27/2025 12:17,6/27/2025 12:27,100,609,1,6/27/2025 12:27,4,1,1,2,1,2,2,3,20,4,1,3,2,3,3,3,3,2,4,2,5,1,3,5,3,3,1,2,1202
6/27/2025 17:38,6/27/2025 17:45,100,407,1,6/27/2025 17:45,4,1,1,2,1,2,3,7,25,5,3,4,3,2,3,3,6,3,4,3,5,2,1,5,2,2,2,4,1203
6/27/2025 11:47,6/27/2025 11:52,100,279,1,6/27/2025 11:52,3,1,2,2,2,2,2,6,28,5,2,4,3,2,2,3,4,2,3,4,4,1,2,1,2,2,2,4,1206
6/28/2025 14:21,6/28/2025 14:24,100,192,1,6/28/2025 14:24,5,1,2,2,1,2,3,5,35,1,2,4,3,2,2,3,2,5,3,1,2,2,1,6,1,1,1,1,1207
6/28/2025 15:34,6/28/2025 15:41,100,403,1,6/28/2025 15:41,2,1,2,2,1,1,2,5,80,3,3,3,3,2,2,3,1,5,2,1,1,3,3,2,1,4,1,1,1209
6/27/2025 13:15,6/27/2025 13:26,100,620,1,6/27/2025 13:26,4,1,2,2,1,2,2,5,7,5,2,3,3,2,3,3,4,3,3,5,4,1,3,5,2,3,1,2,1210
6/27/2025 14:43,6/27/2025 14:47,100,263,1,6/27/2025 14:47,4,1,2,2,1,2,3,5,30,6,3,3,3,3,3,3,5,5,1,1,1,3,3,5,1,5,1,1,1211
6/27/2025 15:06,6/27/2025 15:14,100,521,1,6/27/2025 15:14,4,1,2,2,1,2,2,4,20,4,3,4,2,3,3,3,4,2,4,1,3,3,1,2,2,1,1,2,1214
6/27/2025 18:25,6/27/2025 18:32,100,430,1,6/27/2025 18:32,4,1,1,2,1,2,2,5,21,3,1,3,3,2,1,3,5,5,2,2,2,2,1,6,2,2,1,1,1215
6/27/2025 15:50,6/27/2025 16:00,100,576,1,6/27/2025 16:00,4,1,2,2,3,2,1,6,6,5,1,4,2,3,3,3,1,3,4,3,2,1,3,2,1,4,1,2,1216
6/27/2025 13:08,6/27/2025 13:31,100,1393,1,6/27/2025 13:31,4,2,1,2,1,2,2,6,80,1,1,4,2,2,3,3,2,2,4,4,4,2,2,2,2,1,1,2,1218
6/27/2025 20:24,6/27/2025 20:33,100,522,1,6/27/2025 20:33,3,1,2,1,1,2,2,6,25,5,3,5,2,2,3,3,2,2,3,3,4,2,1,1,3,1,3,4,1222
6/27/2025 12:06,6/27/2025 12:10,100,256,1,6/27/2025 12:10,1,1,1,2,1,2,4,4,15,3,2,4,2,3,3,3,2,1,4,5,5,1,3,2,2,3,1,2,1224
6/27/2025 16:40,6/27/2025 16:46,100,371,1,6/27/2025 16:46,3,1,1,2,1,2,1,6,21,2,1,4,3,2,3,3,4,3,3,4,5,1,3,2,2,1,1,2,1225
6/27/2025 23:46,6/27/2025 23:50,100,236,1,6/27/2025 23:50,2,1,2,2,1,2,3,4,50,3,3,1,2,3,2,3,5,5,1,1,1,3,3,5,1,5,1,1,1228
6/27/2025 14:04,6/27/2025 14:09,100,351,1,6/27/2025 14:09,4,1,2,2,1,2,3,6,8,1,3,2,3,3,3,3,5,5,1,1,1,3,1,4,4,5,1,1,1230
6/27/2025 15:46,6/27/2025 15:51,100,293,1,6/27/2025 15:51,4,2,2,2,1,2,2,6,10,5,3,2,2,2,3,3,4,2,4,3,4,2,1,1,2,2,1,2,1231
6/27/2025 14:26,6/27/2025 14:32,100,335,1,6/27/2025 14:32,2,2,2,2,4,2,3,6,50,5,3,5,1,3,3,3,3,4,4,1,2,2,3,2,2,2,1,3,1233
6/27/2025 12:10,6/27/2025 12:16,100,323,1,6/27/2025 12:16,2,1,2,2,1,2,2,6,30,3,2,4,3,3,3,3,5,5,2,2,1,2,1,5,3,5,2,4,1234
6/27/2025 19:20,6/27/2025 19:32,100,746,1,6/27/2025 19:32,4,2,2,2,2,2,3,6,35,6,3,4,1,2,1,3,5,5,1,1,3,3,2,6,4,4,1,1,1235
6/27/2025 12:39,6/27/2025 12:42,100,207,1,6/27/2025 12:42,4,2,2,2,1,2,1,7,20,1,2,4,1,1,1,3,6,6,5,3,5,3,2,3,1,5,2,4,1237
6/27/2025 14:29,6/27/2025 14:35,100,363,1,6/27/2025 14:35,5,1,2,2,3,2,2,6,20,1,3,4,3,4,2,3,4,3,3,1,3,2,2,2,1,1,1,1,1238
6/29/2025 17:04,6/29/2025 17:10,100,315,1,6/29/2025 17:10,2,2,2,2,1,2,2,4,70,5,3,2,2,3,2,3,4,4,3,2,2,3,3,2,1,2,1,1,1239
6/28/2025 20:23,6/28/2025 20:31,100,493,1,6/28/2025 20:31,2,2,2,2,1,2,2,4,7,3,3,3,3,2,2,3,3,4,3,3,2,2,3,2,2,3,2,4,1241
6/28/2025 16:51,6/28/2025 16:54,100,205,1,6/28/2025 16:54,4,1,2,1,1,1,2,5,20,1,2,5,3,3,2,3,4,5,2,1,1,3,3,5,2,4,1,1,1244
6/27/2025 19:54,6/27/2025 20:01,100,428,1,6/27/2025 20:01,5,1,2,2,1,2,3,5,15,5,3,3,3,2,3,3,5,3,3,2,4,2,3,5,2,1,1,3,1245
6/28/2025 20:00,6/28/2025 20:05,100,305,1,6/28/2025 20:05,3,2,2,2,1,2,3,5,21,1,3,3,2,3,2,3,1,6,2,1,1,2,3,5,3,2,1,1,1246
6/27/2025 12:24,6/27/2025 12:30,100,321,1,6/27/2025 12:30,5,1,2,2,2,2,3,4,21,5,3,5,2,2,3,3,2,2,4,4,5,2,3,2,2,3,1,2,1249
6/29/2025 20:14,6/29/2025 20:20,100,343,1,6/29/2025 20:20,3,1,2,2,1,2,2,5,60,1,2,4,2,2,2,3,4,4,4,5,2,2,1,5,1,5,1,1,1252
6/27/2025 14:21,6/27/2025 14:25,100,261,1,6/27/2025 14:25,2,1,2,2,1,2,2,5,28,3,2,3,1,2,3,3,4,4,4,4,2,1,1,3,3,5,1,1,1255
6/27/2025 23:09,6/27/2025 23:15,100,382,1,6/27/2025 23:15,4,1,2,2,3,2,1,2,60,1,2,4,3,3,3,3,1,4,4,5,5,1,3,1,1,1,1,4,1256
6/27/2025 14:36,6/27/2025 14:45,100,523,1,6/27/2025 14:45,5,1,2,2,1,2,3,4,80,3,3,4,3,2,3,3,4,3,4,4,4,2,1,2,2,1,1,2,1259
6/27/2025 20:16,6/27/2025 20:21,100,281,1,6/27/2025 20:21,1,1,2,2,2,2,3,7,40,3,3,5,3,2,3,3,5,5,1,1,1,2,3,3,2,5,1,1,1260
6/27/2025 11:55,6/27/2025 12:07,100,712,1,6/27/2025 12:07,1,2,2,2,2,2,1,5,20,4,1,4,3,2,2,3,5,5,1,1,2,2,3,2,1,2,1,2,1261
6/27/2025 16:57,6/27/2025 17:01,100,232,1,6/27/2025 17:01,2,1,2,2,1,2,3,6,30,1,2,5,3,3,3,3,5,4,1,1,4,3,3,3,2,4,1,1,1262
6/27/2025 11:58,6/27/2025 12:01,100,202,1,6/27/2025 12:01,3,1,1,2,1,2,3,6,25,1,3,5,2,3,3,3,3,4,2,1,1,2,3,5,2,1,1,1,1263
6/27/2025 13:21,6/27/2025 13:27,100,316,1,6/27/2025 13:27,2,1,1,2,1,2,2,6,25,4,3,3,2,2,3,3,3,2,4,4,5,2,2,3,1,1,1,2,1265
6/27/2025 13:41,6/27/2025 13:48,100,422,1,6/27/2025 13:48,4,1,1,2,2,2,2,4,10,4,1,4,2,2,2,3,2,2,3,5,3,2,3,1,2,2,2,4,1267
6/27/2025 16:08,6/27/2025 16:19,100,711,1,6/27/2025 16:19,1,2,2,2,1,2,2,5,15,5,3,4,2,3,3,3,3,3,5,2,6,2,3,5,2,1,2,4,1268
6/27/2025 15:29,6/27/2025 15:37,100,491,1,6/27/2025 15:37,4,1,1,2,3,2,2,4,10,5,2,4,3,2,3,3,3,2,3,4,4,1,3,3,2,2,1,2,1269
6/27/2025 11:52,6/27/2025 12:02,100,578,1,6/27/2025 12:02,4,1,2,2,1,2,3,2,35,3,3,2,2,3,3,3,5,4,4,1,1,3,1,1,1,1,1,2,1271
6/29/2025 14:04,6/29/2025 14:13,100,531,1,6/29/2025 14:13,1,2,2,2,3,2,3,6,21,4,3,4,2,2,2,3,3,3,3,4,4,2,3,1,1,3,1,1,1272
6/27/2025 13:10,6/27/2025 13:19,100,528,1,6/27/2025 13:19,5,1,2,2,1,2,2,6,18,6,2,4,2,2,3,3,2,2,4,4,4,1,3,5,2,1,1,2,1273
6/27/2025 14:03,6/27/2025 14:08,100,298,1,6/27/2025 14:08,2,2,2,2,1,2,1,6,90,4,1,3,1,2,2,3,4,2,4,4,4,1,3,6,2,4,1,2,1275
