StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,CONSENT,prod_choice,prod_choice_DO_1,prod_choice_DO_2,prod_choice_DO_3,prod_choice_DO_4,prod_choice_DO_5,prod_choice_DO_6,t_scen2_First Click,t_scen2_Last Click,t_scen2_Page Submit,t_scen2_Click Count,NFT + NonExcl,noNFT + NonExcl,t_write_First Click,t_write_Last Click,t_write_Page Submit,t_write_Click Count,DV1_1,DV1_2,DV1_3,DV1_DO_1,DV1_DO_2,DV1_DO_3,WTP,Open,fami_NFT,effort,own,test,item,FL_9_DO_FL_10,FL_9_DO_FL_11,FL_86_DO_DV(s),FL_86_DO_WTP,TWIN_ID,
6/12/2025 10:11,6/12/2025 10:24,100,750,1,6/12/2025 10:24,4,5,2,3,6,1,5,4,13.7,13.7,31.153,1,"I step out in my patterned black, white, and royal blue button-up sweater, cinched at the waist, paired with sleek black trousers and silver accessories. Confidence? Unshakable.

Spotting others in the same sweater, I smirk—fashion twins everywhere. But my digital passport proves this piece is uniquely mine, tracking its journey. It’s more than just style; it’s authenticity, making me feel like I own something rare",,168.478,255.527,259.316,4,6,6,6,3,1,2,650,"I considered several factors: the luxury brand, the unique design, and the digital passport feature adding exclusivity. High-end fashion often prices items based on craftsmanship, materials, and brand reputation rather than just functionality.",6,2,1,1,1,,1,1,2,409,
6/12/2025 11:59,6/12/2025 12:03,100,196,1,6/12/2025 12:03,4,6,6,2,1,5,3,4,0,0,14.667,0,"I would wear the sweater with a black short skirt, some black tights, and black knee high leather boots, with a black leather shoulder bag. I feel like it is more casual so this is the look I would wear. ",,14.184,14.184,89.453,1,6,5,5,1,2,3,350,"I was just thinking about the details of the sweater, the color, and the type of fabric the sweater has.",6,1,1,1,1,,1,1,2,410,
6/12/2025 10:12,6/12/2025 10:24,100,729,1,6/12/2025 10:24,4,5,6,3,5,4,1,2,7.331,7.331,38.328,1,,"I was honestly feeling really good when I left the house in my new patterned black, white, and royal blue button-up sweater with the tie belt—I had it paired with black skinny jeans and some cute ankle boots, and I thought I looked pretty stylish and unique. But as soon as I got to the party, I couldn’t help but notice a bunch of other people wearing the exact same sweater, which was kind of a shock and made me feel a little less special. At first, it was a bit awkward, but after laughing about it with a couple of the other “sweater twins,” I realized it was actually pretty funny and just meant we all had great taste. I decided to just own it, maybe tied the belt a little differently or rolled up my sleeves to make it my own, and ended up having a great time anyway—honestly, it turned into a fun little icebreaker and made the night even more memorable.",2.681,153.849,161.806,9,6,6,6,2,3,1,450,"When I thought about how luxurious and expensive the sweater is, I considered the fact that it’s from a luxury brand, which usually means high-quality materials, unique design details like the patterned fabric and tie belt, and a reputation for exclusivity. I also thought about how luxury brands often price their sweaters much higher than regular brands, especially for statement pieces that stand out. All of that made me rate it as high status and put the price in the $450–$650 range.",5,2,1,1,0,1,,2,1,411,
6/12/2025 11:03,6/12/2025 11:06,100,177,1,6/12/2025 11:06,4,3,5,1,3,2,6,4,0,0,10.945,0,,I don't care if others wear the same thing. That just means we have similar taste.,0.987,0.987,57.871,1,7,7,7,2,1,3,500,rich people and their very expensive clothing,1,1,0,1,0,1,,2,1,413,
6/12/2025 10:13,6/12/2025 10:18,100,301,1,6/12/2025 10:18,4,4,6,5,3,4,2,1,11.145,11.145,11.617,1,,I chose this one because it was the only men's sweater with pockets.  I'd assume that the others wearing the same sweater probably felt the same.,2.109,2.109,65.456,1,1,1,1,2,1,3,50,"Nothing about the description of any of the sweaters seemed ""luxurious/high status/prestigious"", and there was no price data given.  I was thinking ""No men's pullovers? Well, at least this one has pockets""

",3,1,0,1,0,1,,1,2,415,
6/12/2025 10:48,6/12/2025 10:53,100,323,1,6/12/2025 10:53,4,6,1,2,3,6,4,5,3.873,7.677,11.044,2,,I honestly wouldn't care if others wore the same sweater. It actually would make me feel pretty good because I picked a popular style. Also I really don't pay much attention to what other people wear. ,9.506,82.587,83.215,2,6,6,6,2,3,1,190,I thought about how the previous statement in this survey said that a few people wore the same sweater it makes me think it's a popular style and is high status.,3,1,1,1,0,1,,1,2,416,
6/12/2025 10:28,6/12/2025 10:36,100,440,1,6/12/2025 10:36,4,1,2,1,5,4,3,6,0,0,27.663,0,"I wouldn't be thinking about the digital ID at all. It would probably be a little strange to see a lot of people with the same attire, a if we were in a club or wearing a uniform. Otherwise, given I'm out on the town, I assume I'd be well shaven, hair combed, clothes fresh.",,20.75,154.217,167.179,3,6,6,6,3,1,2,250,I was thinking about the description provided and the RFID tag on the sweater.,3,5,0,1,1,,1,1,2,417,
6/12/2025 10:40,6/12/2025 10:49,100,550,1,6/12/2025 10:49,4,5,4,3,6,5,2,1,10.985,10.985,16.294,1,"I look stunning in the patterned black, white, and royal blue luxury sweater, paired with a chic pair of trousers and heels. The sweater's tie belt accentuates my waist, and the quality of the fabric makes me feel confident and sophisticated.
",,18.894,224.104,273.746,3,6,6,5,2,1,3,50,"I considered factors like the sweater's high quality materials, unique design, brand reputation, and the exclusive digital passport feature, which provides transparency and proof of ownership",5,6,1,1,1,,1,1,2,418,
6/12/2025 11:44,6/12/2025 11:47,100,173,1,6/12/2025 11:47,4,4,2,4,6,1,3,5,0.675,9.995,11.663,10,,I would feel upper class. I would definitely feel more confident and feel like more. People would be looking at me in a positive way.  ,2.815,9.245,32.048,4,5,6,6,1,3,2,300,I felt like there would be like jewelry on it. It definitely would have stronger fabric. I felt like it was just better. I’d only wear every once in a while and not all the time.,6,2,1,1,0,1,,2,1,419,
6/12/2025 11:42,6/12/2025 11:48,100,364,1,6/12/2025 11:48,4,5,4,2,5,3,6,1,0,0,15.101,0,I would feel very weird that other women were wearing the same sweater.  It would cheapen and ruin the experience.  The digital ID and proof of ownership means nothing to me in this scenario.,,13.77,82.451,85.738,5,5,5,5,1,3,2,79,I compared it to the other items I could have selected from.  The pattern and colors indicate it is not high end in my mind.,1,6,1,1,1,,1,2,1,422,
6/12/2025 11:40,6/12/2025 12:01,100,1243,1,6/12/2025 12:01,4,1,3,5,6,4,1,2,101.057,101.057,102.16,1,,"Feeling confident and put together for a night out, I accessorized the opulent sweater with fitted black pants and stylish accessories.  I saw a number of people wearing the identical sweatshirt at the rooftop lounge.  At first, I was let down that something I considered unique had become the norm.  However, I accepted it as a sign of good taste and made a commitment to be more personal the next time.",23.105,248.833,251.698,11,5,5,5,1,3,2,450,"the texture, design and its being handmade ",5,3,1,1,0,1,,1,2,423,
6/12/2025 11:23,6/12/2025 11:27,100,224,1,6/12/2025 11:27,4,1,5,2,4,1,3,6,0,0,11.87,0,"I am wearing fashion jeans, chukka boots and the sweater... Despite the password etc I would feel odd that so many people were wearing the same thing. I would have preferred to add custom piping or buttons to set it apart",,26.21,38.529,95.962,3,6,6,6,3,1,2,495,I visioned a very well appointed sweater with attention to detail.,7,2,1,1,1,,1,1,2,424,
6/12/2025 13:55,6/12/2025 14:19,100,1469,1,6/12/2025 14:19,4,4,6,3,1,2,4,5,0,0,16.124,0,,"While I would still enjoy the way I look in the sweater - I would not have bought it if I didn't - it would be upsetting to see many other people wearing the same clothing. It would diminish the unique feel of the sweater, making me feel generic and boring. I often want my clothes to make a personal statement about my style, and finding many others with the same clothing would make it feel less personal.",448.662,511.821,560.165,7,6,5,5,3,2,1,80,"I'm honestly not sure. I do not spend much time thinking about what is or isn't high status or prestigious, and I have very little sense of what makes an item high status or prestigious. I am much more concerned with its quality, how it looks and how it makes me feel when I wear it. That's where luxurious comes in - and I am imagining a very stylish and comfortable sweater, similar to one that I already own, which I find to be one of the more luxurious items of clothing I own.",2,3,0,1,0,1,,2,1,432,
6/12/2025 13:31,6/12/2025 13:38,100,410,1,6/12/2025 13:38,4,4,4,1,3,5,2,6,0,0,36.099,0,I think that I would look similar to what other people may be wearing but I would also spice it up a bit and make it my own with some nice heels or accessories and style a nice hairdo. I would also definitely feel pretty comfortable and cozy I would think  ,,24.874,24.874,140.45,1,5,5,5,3,1,2,45,"the way that the sweater was explained in detail is what made me think of the price point being 45. & the front pockets and buttons having an exact number, and it being so popular that lots of people were wearing it makes me think that its decently affordable but high quality ",1,1,1,1,1,,1,2,1,433,
6/12/2025 10:12,6/12/2025 10:20,100,467,1,6/12/2025 10:20,4,4,6,1,5,2,3,4,0,0,32.266,0,I'VE GOT A POCKET FOR MY PHONE AND THE SWEATER FITS PERFECTLY. I LOOK LIKE I BELONG AT THIS EVENT AND EVERYONE NOTICED WHEN I WALKED IN. ,,25.681,25.681,174.003,1,5,5,5,2,3,1,350,IT'S MADE FROM VERY HIGH QUALITY WOOL AND FITS PERFECTLY. ,1,5,1,1,1,,1,1,2,434,
6/12/2025 10:38,6/12/2025 10:43,100,265,1,6/12/2025 10:43,4,6,5,1,2,6,3,4,0,0,20.294,0,I guess I dont really think about the clothes I am wearing once I put them on and go out and I could honestly care less about who else is wearing it (unless someone else that night was wearing the exact same sweater),,14.773,25.529,84.974,2,5,5,5,2,1,3,160,I was thinking of the questions and the answers to the questions,1,2,0,1,1,,1,2,1,435,
6/12/2025 14:26,6/12/2025 14:35,100,561,1,6/12/2025 14:35,4,5,1,4,2,6,3,5,0,0,32.564,0,"I would feel that I was dressed well, but I would then feel self-conscious when I saw that other people were wearing the same sweater with its distinctive pattern. I would feel as though when people looked at me, they wouldn't be paying attention to how I looked so much as the fact that I was wearing ""that sweater"".",,8.839,154.216,209.066,3,5,3,3,2,3,1,200,"I was thinking that it was decribed as a luxury brand, which would mean that the price would be on the higher side. It might indicate that higher-quality materials were used as well. The level of detail on the sweater also increases the price. ",4,2,1,1,1,,1,1,2,437,
6/12/2025 10:12,6/12/2025 10:18,100,329,1,6/12/2025 10:18,4,5,6,3,4,2,5,1,1.18,39.816,40.423,8,I feel very excited at first having my new sweater. Once I see that others have the same thing on I’m embarrassed and irritated thinking my piece is original. Now I don’t want to be wearing it at all. ,,1.572,97.364,98.631,13,4,3,2,1,2,3,150,Now that I know it is not original at all I don’t think it’s very prestigious or high status. I feel I was only lead to believe this. ,6,1,0,1,1,,1,1,2,439,
6/12/2025 10:43,6/12/2025 10:52,100,552,1,6/12/2025 10:52,4,4,3,5,4,6,2,1,0,0,57.357,0,"Wearing jeans and this sweater. However, I would feel embarrassed wearing a sweater worn by a lot of other people, notwithstanding the tracking ID issue.",,6.897,154.084,156.023,3,2,2,2,1,2,3,20,"From the beginning the sweater description was not of a luxury nature. Therefore, the limited choices were not impressive.",5,2,1,1,1,,1,1,2,441,
6/12/2025 13:45,6/12/2025 13:51,100,359,1,6/12/2025 13:51,4,4,5,1,6,2,4,3,0,0,19.387,0,,I would wear the sweater confidently. If I noticed others wearing a same sweater I would enjoy seeing others who have the same taste as me. It would be a good night.,10.814,30.861,160.577,3,5,4,4,3,2,1,200,I was primamary thinking about the price as a $200 sweater would be very expensive for me.,1,4,1,1,0,1,,2,1,443,
6/12/2025 12:59,6/12/2025 13:05,100,371,1,6/12/2025 13:05,4,3,2,4,5,3,1,6,0,0,21.616,0,I think the sweater would look cute but I wouldn't feel like it was unique sense other people have it on too.,,43.733,130.433,154.773,3,4,4,3,2,3,1,50,The fact that it is tied to a digital ID makes me think it costs more.,2,3,0,1,1,,1,1,2,446,
6/12/2025 10:20,6/12/2025 10:25,100,293,1,6/12/2025 10:25,4,6,4,2,1,6,3,5,0,0,12.202,0,,"I've paired this sweater with a nice pair of jeans and some brown boots.  I would feel great about myself prior to going out, but would feel very self conscious if I saw many people wearing the same sweater.  Being in this situation would make me feel a little weird and a little anxious and I would probably want to end the night early.",8.085,8.085,99.639,1,6,6,5,3,2,1,150,I was thinking mostly about what I would consider the price of a luxurious sweater would be and what I would be willing to pay.,1,2,0,1,0,1,,2,1,447,
6/12/2025 10:17,6/12/2025 10:21,100,210,1,6/12/2025 10:21,4,4,1,2,6,4,3,5,0,0,11.071,0,,I like this sweater. I feel comfortable when I wear it. I don't care what other people are wearing or if they have similar sweaters to me. ,13.555,13.555,58.785,1,7,6,7,2,1,3,100,It's more luxurious than I am used to wearing. I know it's luxurious because of the description. It feels good to treat myself to something nice.,2,1,0,1,0,1,,2,1,451,
6/12/2025 10:50,6/12/2025 10:55,100,307,1,6/12/2025 10:55,4,6,2,5,4,1,3,6,0,0,11.486,0,,"My sweater doesn't look special, but I wanted it to feel special compared to other people, so I'm a little disappointed that it doesn't seem to do that.",2.745,71.728,75.534,2,5,5,5,3,1,2,300,"The material of the sweater is soft and cashmere, so it doesn't pill, and the color is soft and natural, a color that you don't see often. Also, the button material is not too shiny or common, and it has a unique shape.",4,1,1,1,0,1,,2,1,455,
6/12/2025 10:32,6/12/2025 10:39,100,382,1,6/12/2025 10:39,4,5,1,6,2,4,5,3,30.932,33.182,43.357,2,"I think originally I would feel very happy, but, upon seeing many others wearing the same identical sweater , I would not be happy.  I would wonder if this company lied to  me , and would reach out to the company asking for a refund and return of this sweater .  ",,32.609,32.609,112.576,1,4,4,4,1,3,2,150,"I had considered it  a very high status , luxurious sweater until I saw many people wearing the same item . I then wonder if it was a typical run of the mill average garment. I would no longer feel it was prestigious and special and most definitely not worth a high dollar purchase.",1,1,0,1,1,,1,2,1,457,
6/12/2025 12:57,6/12/2025 13:02,100,300,1,6/12/2025 13:02,4,3,1,4,3,6,5,2,0,0,12.444,0,,"I would dress this sweater up and wear a short skirt with hight boots. I would feel comfortable in the sweater, especially if the weather is cool. The whole outfit would be stylish.",13.68,14.302,69.334,2,6,5,5,3,2,1,200,I was thinking about the style of the sweater and the materials. I was also thinking about the brand.,3,2,1,1,0,1,,2,1,458,
6/12/2025 10:32,6/12/2025 10:35,100,189,1,6/12/2025 10:35,4,4,5,2,1,4,3,6,0,0,16.544,0,I would look out of place wearing the same thing as everyone. I would feel silly buying something with such a dumb gimmick attached to it,,10.046,10.046,52.746,1,2,2,2,3,1,2,150,Why there needs to be something as dumb as a digital certificate for a sweater to pretend it is prestigious ,4,2,1,1,1,,1,2,1,460,
6/12/2025 11:39,6/12/2025 11:53,100,871,1,6/12/2025 11:53,4,3,5,6,4,3,1,2,0,0,13.136,0,,I would look put together however seeing others wearing the same sweater would make me slightly uncomfortable with how I'm dressed. I would feel like my style was not unique enough.,1.004,231.922,301.696,10,5,5,5,2,1,3,170,I thought this sweater was slightly luxurious. It would be a luxury product but it would probably be on the lower end of that spectrum. It would be expensive but not too unreasonably expensive in comparison to many other luxury styles or brands.,1,1,0,1,0,1,,2,1,464,
6/12/2025 10:27,6/12/2025 10:37,100,613,1,6/12/2025 10:37,4,1,5,6,4,2,3,1,0,0,14.963,0,,I suppose I would look like I was hanging out with my college acapella group.  I would be a little self-conscious but would try to laugh it off rather than be embarrassed.  I guess a lot of other people have great taste just as I do!  In the future I might shop somewhere a little more obscure. ,31.843,163.832,193.154,3,5,4,4,2,3,1,100,The prompt said it was a luxury item so I figured it was at least somewhat luxurious.  It didn't seem unusually high status or prestigious since it was obviously not exclusive or out of reach for the masses.  ,1,2,0,1,0,1,,1,2,466,
